title,uri,year,note,director_name
Star Maps,https://www.imdb.com/title/tt0120197/?ref_=nm_flmg_dr_44,1997,,Miguel Arteta
Untitled Noah Baumbach Picture,https://www.imdb.com/title/tt30446847/?ref_=nm_flmg_dr_1,,(filming),Noah Baumbach
White Noise,https://www.imdb.com/title/tt6160448/?ref_=nm_flmg_dr_2,2022/I,(directed by),Noah Baumbach
Marriage Story,https://www.imdb.com/title/tt7653254/?ref_=nm_flmg_dr_3,2019,,Noah Baumbach
The Meyerowitz Stories,https://www.imdb.com/title/tt5536736/?ref_=nm_flmg_dr_4,2017,,Noah Baumbach
De Palma,https://www.imdb.com/title/tt1683048/?ref_=nm_flmg_dr_5,2015,(Documentary),Noah Baumbach
Mistress America,https://www.imdb.com/title/tt2872462/?ref_=nm_flmg_dr_6,2015,,Noah Baumbach
While We're Young,https://www.imdb.com/title/tt1791682/?ref_=nm_flmg_dr_7,2014,,Noah Baumbach
The Corrections,https://www.imdb.com/title/tt0446672/?ref_=nm_flmg_dr_8,2012,(TV Movie),Noah Baumbach
Frances Ha,https://www.imdb.com/title/tt2347569/?ref_=nm_flmg_dr_9,2012,,Noah Baumbach
Greenberg,https://www.imdb.com/title/tt1234654/?ref_=nm_flmg_dr_10,2010,,Noah Baumbach
Saturday Night Live,https://www.imdb.com/title/tt0072562/?ref_=nm_flmg_dr_11,2008,(TV Series) (1 episode) - Paul Rudd/Beyoncé () ... (film segment),Noah Baumbach
Margot at the Wedding,https://www.imdb.com/title/tt0757361/?ref_=nm_flmg_dr_12,2007,,Noah Baumbach
The Squid and the Whale,https://www.imdb.com/title/tt0367089/?ref_=nm_flmg_dr_13,2005,,Noah Baumbach
Conrad & Butler Take a Vacation,https://www.imdb.com/title/tt0999874/?ref_=nm_flmg_dr_14,2000,(Short),Noah Baumbach
Highball,https://www.imdb.com/title/tt0119291/?ref_=nm_flmg_dr_15,1997,(as Ernie Fusco),Noah Baumbach
Mr. Jealousy,https://www.imdb.com/title/tt0119717/?ref_=nm_flmg_dr_16,1997,,Noah Baumbach
Kicking and Screaming,https://www.imdb.com/title/tt0113537/?ref_=nm_flmg_dr_17,1995,(directed by),Noah Baumbach
Robopocalypse,https://www.imdb.com/title/tt1541155/?ref_=nm_flmg_dr_1,,(announced),Michael Bay
Ambulance,https://www.imdb.com/title/tt4998632/?ref_=nm_flmg_dr_2,2022,,Michael Bay
The Hype,https://www.imdb.com/title/tt28613516/?ref_=nm_flmg_dr_3,2020,(TV Special short),Michael Bay
6 Underground,https://www.imdb.com/title/tt8106534/?ref_=nm_flmg_dr_4,2019,,Michael Bay
Transformers: The Last Knight,https://www.imdb.com/title/tt3371366/?ref_=nm_flmg_dr_5,2017,,Michael Bay
13 Hours,https://www.imdb.com/title/tt4172430/?ref_=nm_flmg_dr_6,2016,,Michael Bay
Transformers: Age of Extinction,https://www.imdb.com/title/tt2109248/?ref_=nm_flmg_dr_7,2014,,Michael Bay
Pain & Gain,https://www.imdb.com/title/tt1980209/?ref_=nm_flmg_dr_8,2013,,Michael Bay
Transformers: Dark of the Moon,https://www.imdb.com/title/tt1399103/?ref_=nm_flmg_dr_9,2011,,Michael Bay
Transformers: Revenge of the Fallen,https://www.imdb.com/title/tt1055369/?ref_=nm_flmg_dr_10,2009,,Michael Bay
Transformers,https://www.imdb.com/title/tt0418279/?ref_=nm_flmg_dr_11,2007,,Michael Bay
The Island,https://www.imdb.com/title/tt0399201/?ref_=nm_flmg_dr_12,2005,,Michael Bay
The Lionel Richie Collection,https://www.imdb.com/title/tt0476288/?ref_=nm_flmg_dr_13,2003,"(Video documentary) (video ""Do It to Me"")",Michael Bay
Bad Boys II,https://www.imdb.com/title/tt0172156/?ref_=nm_flmg_dr_14,2003,,Michael Bay
Faith Hill: There You'll Be,https://www.imdb.com/title/tt7023212/?ref_=nm_flmg_dr_15,2001,(Music Video short),Michael Bay
Pearl Harbor,https://www.imdb.com/title/tt0213149/?ref_=nm_flmg_dr_16,2001,,Michael Bay
Armageddon,https://www.imdb.com/title/tt0120591/?ref_=nm_flmg_dr_17,1998,,Michael Bay
Aerosmith: Falling in Love (Is Hard on the Knees),https://www.imdb.com/title/tt7023196/?ref_=nm_flmg_dr_18,1997,(Music Video short),Michael Bay
The Rock,https://www.imdb.com/title/tt0117500/?ref_=nm_flmg_dr_19,1996,,Michael Bay
Diana King: Shy Guy (Bad Boys Version),https://www.imdb.com/title/tt8300958/?ref_=nm_flmg_dr_20,1995,(Music Video short),Michael Bay
Bad Boys,https://www.imdb.com/title/tt0112442/?ref_=nm_flmg_dr_21,1995,,Michael Bay
Meat Loaf: Bat Out of Hell II - Picture Show,https://www.imdb.com/title/tt0364980/?ref_=nm_flmg_dr_22,1994,(Video) (music videos),Michael Bay
Meat Loaf: Objects in the Rear View Mirror May Appear Closer Than They Are,https://www.imdb.com/title/tt7023176/?ref_=nm_flmg_dr_23,1994,(Music Video short),Michael Bay
Meat Loaf: Rock and Roll Dreams Come Through,https://www.imdb.com/title/tt7023152/?ref_=nm_flmg_dr_24,1994,(Music Video short),Michael Bay
Got Milk: Aaron Burr,https://www.imdb.com/title/tt11163684/?ref_=nm_flmg_dr_25,1993,(TV Special short),Michael Bay
Meat Loaf: I'd Do Anything for Love (But I Won't Do That),https://www.imdb.com/title/tt7019730/?ref_=nm_flmg_dr_26,1993,(Music Video short),Michael Bay
Shadows and Light: From a Different View,https://www.imdb.com/title/tt0274831/?ref_=nm_flmg_dr_27,1992,(Video documentary short),Michael Bay
Lionel Richie: Do It to Me,https://www.imdb.com/title/tt7023110/?ref_=nm_flmg_dr_28,1992,(Music Video short),Michael Bay
Wilson Phillips: You Won't See Me Cry,https://www.imdb.com/title/tt7023138/?ref_=nm_flmg_dr_29,1992,(Music Video short),Michael Bay
Tina Turner: Love Thing,https://www.imdb.com/title/tt7023126/?ref_=nm_flmg_dr_30,1992,(Music Video),Michael Bay
Divinyls: I Touch Myself,https://www.imdb.com/title/tt4645580/?ref_=nm_flmg_dr_31,1991,(Music Video short),Michael Bay
Great White: My... My... My... the Video Collection,https://www.imdb.com/title/tt0343746/?ref_=nm_flmg_dr_32,1991,"(Video) (video ""Call It Rock N' Roll"")",Michael Bay
Winger: Can't Get Enuff,https://www.imdb.com/title/tt7023096/?ref_=nm_flmg_dr_33,1991,(Music Video short),Michael Bay
Great White: Call It Rock 'N Roll,https://www.imdb.com/title/tt7022950/?ref_=nm_flmg_dr_34,1991,(Music Video short),Michael Bay
Tina Turner: Nutbush City Limits,https://www.imdb.com/title/tt7022980/?ref_=nm_flmg_dr_35,1991,(Music Video),Michael Bay
Young M.C.: That's the Way Love Goes,https://www.imdb.com/title/tt7023034/?ref_=nm_flmg_dr_36,1991,(Music Video short),Michael Bay
Great White: Congo Square,https://www.imdb.com/title/tt7022958/?ref_=nm_flmg_dr_37,1991,(Music Video short),Michael Bay
House of Lords: Remember My Name,https://www.imdb.com/title/tt7023066/?ref_=nm_flmg_dr_38,1991,(Music Video short),Michael Bay
Donny Osmond: Sure Lookin',https://www.imdb.com/title/tt7022998/?ref_=nm_flmg_dr_39,1991,(Music Video short),Michael Bay
Britny Fox: Dream On,https://www.imdb.com/title/tt7022694/?ref_=nm_flmg_dr_40,1990,(Music Video short),Michael Bay
Louie Louie: Sittin' in the Lap of Luxury,https://www.imdb.com/title/tt7022520/?ref_=nm_flmg_dr_41,1990,(Music Video short),Michael Bay
Playboy: Kerri Kendall - September 1990 Video Centerfold,https://www.imdb.com/title/tt0471307/?ref_=nm_flmg_dr_42,1990,(Video documentary),Michael Bay
Play That Funky Music,https://www.imdb.com/title/tt2069880/?ref_=nm_flmg_dr_43,1990,"(Video short) (segment ""I Love You"")",Michael Bay
Poco: Nothin' to Hide,https://www.imdb.com/title/tt7022916/?ref_=nm_flmg_dr_44,1990,(Music Video short),Michael Bay
Slaughter: Up All Night,https://www.imdb.com/title/tt7010286/?ref_=nm_flmg_dr_45,1990,(Music Video),Michael Bay
Styx: Show Me the Way,https://www.imdb.com/title/tt7022780/?ref_=nm_flmg_dr_46,1990,(Music Video short),Michael Bay
Tyler Collins: Second Chance,https://www.imdb.com/title/tt7022406/?ref_=nm_flmg_dr_47,1990,(Music Video short),Michael Bay
Vanilla Ice: I Love You,https://www.imdb.com/title/tt4109058/?ref_=nm_flmg_dr_48,1990,(Music Video short),Michael Bay
Chicago: Hearts in Trouble,https://www.imdb.com/title/tt7022760/?ref_=nm_flmg_dr_49,1990,(Music Video short),Michael Bay
Donny Osmond: My Love Is a Fire,https://www.imdb.com/title/tt7022728/?ref_=nm_flmg_dr_50,1990,(Music Video short),Michael Bay
Styx: Love Is the Ritual,https://www.imdb.com/title/tt7022788/?ref_=nm_flmg_dr_51,1990,(Music Video short),Michael Bay
The Neville Brothers: Bird on a Wire,https://www.imdb.com/title/tt7022656/?ref_=nm_flmg_dr_52,1990,(Music Video short),Michael Bay
Colin James: Keep on Lovin Me Baby,https://www.imdb.com/title/tt7022898/?ref_=nm_flmg_dr_53,1990,(Music Video),Michael Bay
Faster Pussycat: House of Pain,https://www.imdb.com/title/tt7022518/?ref_=nm_flmg_dr_54,1990,(Music Video),Michael Bay
Seduction: Heartbeat,https://www.imdb.com/title/tt7022614/?ref_=nm_flmg_dr_55,1990,(Music Video short),Michael Bay
Donny Osmond: Sacred Emotion,https://www.imdb.com/title/tt7022426/?ref_=nm_flmg_dr_56,1989,(Music Video short),Michael Bay
Gregg Allman: I'll Be Holding On,https://www.imdb.com/title/tt7022420/?ref_=nm_flmg_dr_57,1989,(Music Video short),Michael Bay
Tyler Collins: Whatcha Gonna Do?,https://www.imdb.com/title/tt7022400/?ref_=nm_flmg_dr_58,1989,(Music Video short),Michael Bay
Richard Marx: Angelia,https://www.imdb.com/title/tt7022448/?ref_=nm_flmg_dr_59,1989,(Music Video short),Michael Bay
Poco: Call It Love,https://www.imdb.com/title/tt7022510/?ref_=nm_flmg_dr_60,1989,(Music Video short),Michael Bay
Aurora,https://www.imdb.com/title/tt19394520/?ref_=nm_flmg_dr_1,,(announced),Kathryn Bigelow
Apple iPhone 13 Pro: Hollywood in Your Pocket,https://www.imdb.com/title/tt17500324/?ref_=nm_flmg_dr_2,2021,(Video short),Kathryn Bigelow
I Am Not A Weapon,https://www.imdb.com/title/tt9462672/?ref_=nm_flmg_dr_3,2018,(Short),Kathryn Bigelow
Detroit,https://www.imdb.com/title/tt5390504/?ref_=nm_flmg_dr_4,2017,,Kathryn Bigelow
The Protectors,https://www.imdb.com/title/tt6075918/?ref_=nm_flmg_dr_5,2017/II,(Documentary short) (co-director),Kathryn Bigelow
Last Days,https://www.imdb.com/title/tt4532536/?ref_=nm_flmg_dr_6,2014/II,(Short),Kathryn Bigelow
Zero Dark Thirty,https://www.imdb.com/title/tt1790885/?ref_=nm_flmg_dr_7,2012,,Kathryn Bigelow
The Miraculous Year,https://www.imdb.com/title/tt1602129/?ref_=nm_flmg_dr_8,2011,(TV Movie),Kathryn Bigelow
The Hurt Locker,https://www.imdb.com/title/tt0887912/?ref_=nm_flmg_dr_9,2008,,Kathryn Bigelow
Mission Zero,https://www.imdb.com/title/tt0972390/?ref_=nm_flmg_dr_10,2007,(Short),Kathryn Bigelow
Karen Sisco,https://www.imdb.com/title/tt0364823/?ref_=nm_flmg_dr_11,2004,(TV Series) (1 episode) - He Was a Friend of Mine (),Kathryn Bigelow
K-19: The Widowmaker,https://www.imdb.com/title/tt0267626/?ref_=nm_flmg_dr_12,2002,,Kathryn Bigelow
The Weight of Water,https://www.imdb.com/title/tt0210382/?ref_=nm_flmg_dr_13,2000,,Kathryn Bigelow
Homicide: Life on the Street,https://www.imdb.com/title/tt0106028/?ref_=nm_flmg_dr_14,1998-1999,(TV Series) (3 episodes) - Lines of Fire (1999) - Fallen Heroes: Part 2 (1998) - Fallen Heroes: Part 1 (1998),Kathryn Bigelow
Strange Days,https://www.imdb.com/title/tt0114558/?ref_=nm_flmg_dr_15,1995,,Kathryn Bigelow
Wild Palms,https://www.imdb.com/title/tt0106175/?ref_=nm_flmg_dr_16,1993,(TV Mini Series) (1 episode) - Rising Sons (),Kathryn Bigelow
Point Break,https://www.imdb.com/title/tt0102685/?ref_=nm_flmg_dr_17,1991,,Kathryn Bigelow
Blue Steel,https://www.imdb.com/title/tt0099160/?ref_=nm_flmg_dr_18,1990,(directed by),Kathryn Bigelow
New Order: Touched by the Hand of God,https://www.imdb.com/title/tt11495402/?ref_=nm_flmg_dr_19,1987,(Music Video),Kathryn Bigelow
Near Dark,https://www.imdb.com/title/tt0093605/?ref_=nm_flmg_dr_20,1987,,Kathryn Bigelow
The Loveless,https://www.imdb.com/title/tt0085872/?ref_=nm_flmg_dr_21,1981,,Kathryn Bigelow
The Set-Up,https://www.imdb.com/title/tt0108087/?ref_=nm_flmg_dr_22,1978,(Short),Kathryn Bigelow
Untitled Policing Documentary,https://www.imdb.com/title/tt16042972/?ref_=nm_flmg_dr_1,,(Documentary) (filming),Charles Burnett
After the LockDown: Black in LA,https://www.imdb.com/title/tt13503300/?ref_=nm_flmg_dr_2,2021,(Documentary),Charles Burnett
Cinetracts '20,https://www.imdb.com/title/tt13472328/?ref_=nm_flmg_dr_3,2020,(Documentary short),Charles Burnett
Power to Heal: Medicare and the Civil Rights Revolution,https://www.imdb.com/title/tt8359476/?ref_=nm_flmg_dr_4,2018,(TV Movie documentary),Charles Burnett
Juliette Fairley's Mulatto's Dilemma,https://www.imdb.com/title/tt2146170/?ref_=nm_flmg_dr_5,2012,(Short),Charles Burnett
Mulatto Saga,https://www.imdb.com/title/tt2245013/?ref_=nm_flmg_dr_6,2012,(Short),Charles Burnett
42 One Dream Rush,https://www.imdb.com/title/tt2073510/?ref_=nm_flmg_dr_7,2010,(Short),Charles Burnett
Relative Stranger,https://www.imdb.com/title/tt1252330/?ref_=nm_flmg_dr_8,2009,(TV Movie),Charles Burnett
Quiet as Kept,https://www.imdb.com/title/tt1459232/?ref_=nm_flmg_dr_9,2007,(Short),Charles Burnett
Namibia: The Struggle for Liberation,https://www.imdb.com/title/tt1085469/?ref_=nm_flmg_dr_10,2007,,Charles Burnett
Independent Lens,https://www.imdb.com/title/tt0486531/?ref_=nm_flmg_dr_11,2004,(TV Series documentary) (1 episode) - Nat Turner: A Troublesome Property (),Charles Burnett
The Blues,https://www.imdb.com/title/tt0287198/?ref_=nm_flmg_dr_12,2003,(TV Mini Series documentary) (1 episode) - Warming by the Devil's Fire (),Charles Burnett
For Reel?,https://www.imdb.com/title/tt0339018/?ref_=nm_flmg_dr_13,2003,(TV Movie documentary),Charles Burnett
Nat Turner: A Troublesome Property,https://www.imdb.com/title/tt0354763/?ref_=nm_flmg_dr_14,2003,(Documentary),Charles Burnett
American Family,https://www.imdb.com/title/tt0303635/?ref_=nm_flmg_dr_15,2002,(TV Series),Charles Burnett
Finding Buck McHenry,https://www.imdb.com/title/tt0244512/?ref_=nm_flmg_dr_16,2000,(TV Movie),Charles Burnett
Olivia's Story,https://www.imdb.com/title/tt0234375/?ref_=nm_flmg_dr_17,2000,(Short),Charles Burnett
The Annihilation of Fish,https://www.imdb.com/title/tt0212772/?ref_=nm_flmg_dr_18,1999,,Charles Burnett
The Wonderful World of Disney,https://www.imdb.com/title/tt0132666/?ref_=nm_flmg_dr_19,1999,"(TV Series) (1 episode) - Selma, Lord, Selma ()",Charles Burnett
Dr. Endesha Ida Mae Holland,https://www.imdb.com/title/tt0168711/?ref_=nm_flmg_dr_20,1998,(Documentary short),Charles Burnett
The Wedding,https://www.imdb.com/title/tt0143076/?ref_=nm_flmg_dr_21,1998,(TV Movie),Charles Burnett
The Final Insult,https://www.imdb.com/title/tt11006022/?ref_=nm_flmg_dr_22,1997,(Documentary),Charles Burnett
Documenta X - Die Filme,https://www.imdb.com/title/tt0125723/?ref_=nm_flmg_dr_23,1997,(Documentary),Charles Burnett
Nightjohn,https://www.imdb.com/title/tt0117180/?ref_=nm_flmg_dr_24,1996,(TV Movie),Charles Burnett
When It Rains,https://www.imdb.com/title/tt0114915/?ref_=nm_flmg_dr_25,1995,(Short),Charles Burnett
The Glass Shield,https://www.imdb.com/title/tt0109906/?ref_=nm_flmg_dr_26,1994,,Charles Burnett
America Becoming,https://www.imdb.com/title/tt0254954/?ref_=nm_flmg_dr_27,1991,(Documentary),Charles Burnett
To Sleep with Anger,https://www.imdb.com/title/tt0100791/?ref_=nm_flmg_dr_28,1990,,Charles Burnett
My Brother's Wedding,https://www.imdb.com/title/tt0087763/?ref_=nm_flmg_dr_29,1983,,Charles Burnett
Killer of Sheep,https://www.imdb.com/title/tt0076263/?ref_=nm_flmg_dr_30,1978,,Charles Burnett
The Horse,https://www.imdb.com/title/tt0206022/?ref_=nm_flmg_dr_31,1973,(Short),Charles Burnett
Several Friends,https://www.imdb.com/title/tt0206284/?ref_=nm_flmg_dr_32,1969,(Short),Charles Burnett
Beetlejuice Beetlejuice,https://www.imdb.com/title/tt2049403/?ref_=nm_flmg_dr_1,2024,(post-production),Tim Burton
Wednesday,https://www.imdb.com/title/tt13443470/?ref_=nm_flmg_dr_2,2022,(TV Series) (4 episodes) - Woe What a Night () - Friend or Woe () - Woe Is the Loneliest Number () - 's Child Is Full of Woe (),Tim Burton
Wednesday Addams Welcome to Nevermore,https://www.imdb.com/title/tt29763089/?ref_=nm_flmg_dr_3,2022,(TV Special),Tim Burton
Wednesday Addams from the Mind of Tim Burton,https://www.imdb.com/title/tt29721475/?ref_=nm_flmg_dr_4,2022,(TV Special),Tim Burton
Wednesday Addams Inside the Character,https://www.imdb.com/title/tt29763070/?ref_=nm_flmg_dr_5,2022,(TV Special),Tim Burton
Chelsea Grin: Blind Kings,https://www.imdb.com/title/tt28659097/?ref_=nm_flmg_dr_6,2020,(Music Video short),Tim Burton
Dumbo,https://www.imdb.com/title/tt3861390/?ref_=nm_flmg_dr_7,2019,,Tim Burton
Miss Peregrine's Home for Peculiar Children,https://www.imdb.com/title/tt1935859/?ref_=nm_flmg_dr_8,2016,,Tim Burton
Big Eyes,https://www.imdb.com/title/tt1126590/?ref_=nm_flmg_dr_9,2014/I,,Tim Burton
The Killers: Here with Me,https://www.imdb.com/title/tt5361610/?ref_=nm_flmg_dr_10,2012,(Music Video short),Tim Burton
Frankenweenie,https://www.imdb.com/title/tt1142977/?ref_=nm_flmg_dr_11,2012,,Tim Burton
Dark Shadows,https://www.imdb.com/title/tt1077368/?ref_=nm_flmg_dr_12,2012,,Tim Burton
Alice in Wonderland,https://www.imdb.com/title/tt1014759/?ref_=nm_flmg_dr_13,2010/I,,Tim Burton
Sweeney Todd: The Demon Barber of Fleet Street,https://www.imdb.com/title/tt0408236/?ref_=nm_flmg_dr_14,2007,,Tim Burton
The Killers: Bones,https://www.imdb.com/title/tt6378882/?ref_=nm_flmg_dr_15,2006,(Music Video short),Tim Burton
Cinema16: American Short Films,https://www.imdb.com/title/tt0913955/?ref_=nm_flmg_dr_16,2006,(Video),Tim Burton
Corpse Bride,https://www.imdb.com/title/tt0121164/?ref_=nm_flmg_dr_17,2005,(directed by),Tim Burton
Charlie and the Chocolate Factory,https://www.imdb.com/title/tt0367594/?ref_=nm_flmg_dr_18,2005,,Tim Burton
Big Fish,https://www.imdb.com/title/tt0319061/?ref_=nm_flmg_dr_19,2003,,Tim Burton
The World of Stainboy,https://www.imdb.com/title/tt0400231/?ref_=nm_flmg_dr_20,2000-2001,(TV Mini Series short) (6 episodes) - The Origin of Stainboy (2001) - Match Girl (2000) - Robot Boy (2000) - Bowling Ball Head (2000) - Toxic Boy (2000) - Stare Girl (2000),Tim Burton
Planet of the Apes,https://www.imdb.com/title/tt0133152/?ref_=nm_flmg_dr_21,2001,,Tim Burton
Sleepy Hollow,https://www.imdb.com/title/tt0162661/?ref_=nm_flmg_dr_22,1999,,Tim Burton
Mars Attacks!,https://www.imdb.com/title/tt0116996/?ref_=nm_flmg_dr_23,1996,,Tim Burton
A Visit with Vincent,https://www.imdb.com/title/tt2033231/?ref_=nm_flmg_dr_24,1994,(Video documentary),Tim Burton
Ed Wood,https://www.imdb.com/title/tt0109707/?ref_=nm_flmg_dr_25,1994,,Tim Burton
Batman Returns,https://www.imdb.com/title/tt0103776/?ref_=nm_flmg_dr_26,1992,,Tim Burton
The Mighty Mighty Bosstones: Where'd You Go,https://www.imdb.com/title/tt31105771/?ref_=nm_flmg_dr_27,1992,(Music Video),Tim Burton
Edward Scissorhands,https://www.imdb.com/title/tt0099487/?ref_=nm_flmg_dr_28,1990,,Tim Burton
Batman,https://www.imdb.com/title/tt0096895/?ref_=nm_flmg_dr_29,1989,,Tim Burton
Beetlejuice,https://www.imdb.com/title/tt0094721/?ref_=nm_flmg_dr_30,1988,,Tim Burton
Faerie Tale Theatre,https://www.imdb.com/title/tt0199214/?ref_=nm_flmg_dr_31,1986,(TV Series) (1 episode) - Aladdin and His Wonderful Lamp (),Tim Burton
Alfred Hitchcock Presents,https://www.imdb.com/title/tt0088476/?ref_=nm_flmg_dr_32,1986,(TV Series) (1 episode) - The Jar (),Tim Burton
Pee-wee's Big Adventure,https://www.imdb.com/title/tt0089791/?ref_=nm_flmg_dr_33,1985,,Tim Burton
Frankenweenie,https://www.imdb.com/title/tt0087291/?ref_=nm_flmg_dr_34,1984,(Short),Tim Burton
Hansel and Gretel,https://www.imdb.com/title/tt0249567/?ref_=nm_flmg_dr_35,1983,(TV Movie),Tim Burton
Vincent,https://www.imdb.com/title/tt0084868/?ref_=nm_flmg_dr_36,1982,(Short),Tim Burton
Luau,https://www.imdb.com/title/tt0367989/?ref_=nm_flmg_dr_37,1982,(Short),Tim Burton
King and Octopus Animation,https://www.imdb.com/title/tt5186114/?ref_=nm_flmg_dr_38,1979,(Short),Tim Burton
Stalk of the Celery Monster,https://www.imdb.com/title/tt0294940/?ref_=nm_flmg_dr_39,1979,(Short),Tim Burton
Doctor of Doom,https://www.imdb.com/title/tt0898907/?ref_=nm_flmg_dr_40,1979,(Short),Tim Burton
1997,https://www.imdb.com/title/tt5186106/?ref_=nm_flmg_dr_41,1974,(Short),Tim Burton
Tim's Dreams,https://www.imdb.com/title/tt5186100/?ref_=nm_flmg_dr_42,1972,(Short),Tim Burton
Houdini: The Untold Story,https://www.imdb.com/title/tt5186096/?ref_=nm_flmg_dr_43,1971,(Short),Tim Burton
Prehistoric Caveman,https://www.imdb.com/title/tt5186094/?ref_=nm_flmg_dr_44,1971,(Short),Tim Burton
The Island of Doctor Agor,https://www.imdb.com/title/tt0309721/?ref_=nm_flmg_dr_45,1971,(Short),Tim Burton
The Informationist,https://www.imdb.com/title/tt2475426/?ref_=nm_flmg_dr_1,,(announced),James Cameron
Avatar 5,https://www.imdb.com/title/tt5637536/?ref_=nm_flmg_dr_2,2031,(filming),James Cameron
Avatar 4,https://www.imdb.com/title/tt3095356/?ref_=nm_flmg_dr_3,2029,(filming),James Cameron
Avatar 3,https://www.imdb.com/title/tt1757678/?ref_=nm_flmg_dr_4,2025,(post-production),James Cameron
Avatar: The Way of Water,https://www.imdb.com/title/tt1630029/?ref_=nm_flmg_dr_5,2022,,James Cameron
Toruk: The First Flight,https://www.imdb.com/title/tt6404142/?ref_=nm_flmg_dr_6,2016,(TV Movie) (collaborating director),James Cameron
