title,uri,year,note,director_name
Crimson Peak,https://www.imdb.com/title/tt2554274/?ref_=nm_flmg_dr_9,2015,,Guillermo del Toro
The Strain,https://www.imdb.com/title/tt2654620/?ref_=nm_flmg_dr_10,2014-2015,"(TV Series) (2 episodes) - BK, NY (2015) ... (prologue) - Night Zero (2014)",Guillermo del Toro
P.T.,https://www.imdb.com/title/tt3291104/?ref_=nm_flmg_dr_11,2014,(Video Game),Guillermo del Toro
Pacific Rim: Jaeger Pilot Oculus Rift Experience,https://www.imdb.com/title/tt4791712/?ref_=nm_flmg_dr_12,2014,(Video Game),Guillermo del Toro
The Simpsons,https://www.imdb.com/title/tt0096697/?ref_=nm_flmg_dr_13,2013,"(TV Series) (1 episode) - Treehouse of Horror XXIV () ... (segment ""opening credits"", as Guillo Tine Del Toro)",Guillermo del Toro
Pacific Rim,https://www.imdb.com/title/tt1663662/?ref_=nm_flmg_dr_14,2013,(directed by),Guillermo del Toro
Hellboy II: The Golden Army,https://www.imdb.com/title/tt0411477/?ref_=nm_flmg_dr_15,2008,,Guillermo del Toro
Pan's Labyrinth,https://www.imdb.com/title/tt0457430/?ref_=nm_flmg_dr_16,2006,,Guillermo del Toro
Hellboy,https://www.imdb.com/title/tt0167190/?ref_=nm_flmg_dr_17,2004,,Guillermo del Toro
Blade II,https://www.imdb.com/title/tt0187738/?ref_=nm_flmg_dr_18,2002,,Guillermo del Toro
The Devil's Backbone,https://www.imdb.com/title/tt0256009/?ref_=nm_flmg_dr_19,2001,,Guillermo del Toro
Mimic,https://www.imdb.com/title/tt0119675/?ref_=nm_flmg_dr_20,1997,,Guillermo del Toro
Cronos,https://www.imdb.com/title/tt0104029/?ref_=nm_flmg_dr_21,1992,,Guillermo del Toro
Hora marcada,https://www.imdb.com/title/tt0287856/?ref_=nm_flmg_dr_22,1988,(TV Series) (3 episodes) - Invasión () - Con todo para llevar () - Caminos de Ayer (),Guillermo del Toro
Geometria,https://www.imdb.com/title/tt0369452/?ref_=nm_flmg_dr_23,1987,(Short),Guillermo del Toro
Doña Lupe,https://www.imdb.com/title/tt0352307/?ref_=nm_flmg_dr_24,1986,(Short),Guillermo del Toro
Origin,https://www.imdb.com/title/tt13321244/?ref_=nm_flmg_dr_1,2023,,Ava DuVernay
Queen Sugar,https://www.imdb.com/title/tt4419214/?ref_=nm_flmg_dr_2,2016-2022,(TV Series) (3 episodes) - For They Existed (2022) - Evergreen (2016) - First Things First (2016),Ava DuVernay
One Perfect Shot,https://www.imdb.com/title/tt19026978/?ref_=nm_flmg_dr_3,2022,(TV Mini Series documentary),Ava DuVernay
DMZ,https://www.imdb.com/title/tt11057226/?ref_=nm_flmg_dr_4,2022,(TV Mini Series) (1 episode) - Good Luck (),Ava DuVernay
Colin in Black & White,https://www.imdb.com/title/tt12624928/?ref_=nm_flmg_dr_5,2021,(TV Mini Series) (1 episode) - Cornrows (),Ava DuVernay
When They See Us,https://www.imdb.com/title/tt7137906/?ref_=nm_flmg_dr_6,2019,(TV Mini Series) (4 episodes) - Part Four () - Part Three () - Part Two () - Part One (),Ava DuVernay
A Wrinkle in Time,https://www.imdb.com/title/tt1620680/?ref_=nm_flmg_dr_7,2018,(directed by),Ava DuVernay
Jay-Z feat. Beyoncé: Family Feud,https://www.imdb.com/title/tt7831044/?ref_=nm_flmg_dr_8,2017,(Music Video short),Ava DuVernay
13th,https://www.imdb.com/title/tt5895028/?ref_=nm_flmg_dr_9,2016,(Documentary),Ava DuVernay
August 28th,https://www.imdb.com/title/tt7308720/?ref_=nm_flmg_dr_10,2016,(Documentary short),Ava DuVernay
For Justice,https://www.imdb.com/title/tt4445994/?ref_=nm_flmg_dr_11,2015,(TV Movie),Ava DuVernay
Selma,https://www.imdb.com/title/tt1020072/?ref_=nm_flmg_dr_12,2014,,Ava DuVernay
Scandal,https://www.imdb.com/title/tt1837576/?ref_=nm_flmg_dr_13,2013,"(TV Series) (1 episode) - Vermont Is for Lovers, Too ()",Ava DuVernay
Nine for IX,https://www.imdb.com/title/tt2724194/?ref_=nm_flmg_dr_14,2013,(TV Series documentary) (1 episode) - Venus vs. (),Ava DuVernay
The Door,https://www.imdb.com/title/tt3025894/?ref_=nm_flmg_dr_15,2013/VIII,(Short),Ava DuVernay
Middle of Nowhere,https://www.imdb.com/title/tt1211890/?ref_=nm_flmg_dr_16,2012,,Ava DuVernay
Essence Presents: Faith in 2010,https://www.imdb.com/title/tt1785377/?ref_=nm_flmg_dr_17,2010,(TV Movie),Ava DuVernay
I Will Follow,https://www.imdb.com/title/tt1624426/?ref_=nm_flmg_dr_18,2010,,Ava DuVernay
My Mic Sounds Nice: A Truth About Women and Hip Hop,https://www.imdb.com/title/tt1705124/?ref_=nm_flmg_dr_19,2010,(TV Movie documentary),Ava DuVernay
TV One Night Only: Live from the Essence Music Festival,https://www.imdb.com/title/tt1695394/?ref_=nm_flmg_dr_20,2010,(TV Movie documentary),Ava DuVernay
Compton in C Minor,https://www.imdb.com/title/tt1446835/?ref_=nm_flmg_dr_21,2009,(Short),Ava DuVernay
This Is the Life,https://www.imdb.com/title/tt1178658/?ref_=nm_flmg_dr_22,2008,(Documentary),Ava DuVernay
Saturday Night Life,https://www.imdb.com/title/tt0815901/?ref_=nm_flmg_dr_23,2006,(Short),Ava DuVernay
Juror #2,https://www.imdb.com/title/tt27403986/?ref_=nm_flmg_dr_1,,(post-production),Clint Eastwood
Cry Macho,https://www.imdb.com/title/tt1924245/?ref_=nm_flmg_dr_2,2021,,Clint Eastwood
Richard Jewell,https://www.imdb.com/title/tt3513548/?ref_=nm_flmg_dr_3,2019,,Clint Eastwood
The Mule,https://www.imdb.com/title/tt7959026/?ref_=nm_flmg_dr_4,2018,,Clint Eastwood
The 15:17 to Paris,https://www.imdb.com/title/tt6802308/?ref_=nm_flmg_dr_5,2018,,Clint Eastwood
Sully,https://www.imdb.com/title/tt3263904/?ref_=nm_flmg_dr_6,2016,,Clint Eastwood
American Sniper,https://www.imdb.com/title/tt2179136/?ref_=nm_flmg_dr_7,2014,,Clint Eastwood
Jersey Boys,https://www.imdb.com/title/tt1742044/?ref_=nm_flmg_dr_8,2014,,Clint Eastwood
J. Edgar,https://www.imdb.com/title/tt1616195/?ref_=nm_flmg_dr_9,2011,,Clint Eastwood
Hereafter,https://www.imdb.com/title/tt1212419/?ref_=nm_flmg_dr_10,2010,,Clint Eastwood
Invictus,https://www.imdb.com/title/tt1057500/?ref_=nm_flmg_dr_11,2009,,Clint Eastwood
Gran Torino,https://www.imdb.com/title/tt1205489/?ref_=nm_flmg_dr_12,2008,(directed by),Clint Eastwood
Changeling,https://www.imdb.com/title/tt0824747/?ref_=nm_flmg_dr_13,2008,,Clint Eastwood
Letters from Iwo Jima,https://www.imdb.com/title/tt0498380/?ref_=nm_flmg_dr_14,2006,,Clint Eastwood
Flags of Our Fathers,https://www.imdb.com/title/tt0418689/?ref_=nm_flmg_dr_15,2006,,Clint Eastwood
Million Dollar Baby,https://www.imdb.com/title/tt0405159/?ref_=nm_flmg_dr_16,2004,,Clint Eastwood
The Blues,https://www.imdb.com/title/tt0287198/?ref_=nm_flmg_dr_17,2003,(TV Mini Series documentary) (1 episode) - Piano Blues (),Clint Eastwood
Mystic River,https://www.imdb.com/title/tt0327056/?ref_=nm_flmg_dr_18,2003,,Clint Eastwood
Blood Work,https://www.imdb.com/title/tt0309377/?ref_=nm_flmg_dr_19,2002,,Clint Eastwood
Space Cowboys,https://www.imdb.com/title/tt0186566/?ref_=nm_flmg_dr_20,2000,,Clint Eastwood
Diana Krall: Why Should I Care,https://www.imdb.com/title/tt14437204/?ref_=nm_flmg_dr_21,1999,(Music Video short),Clint Eastwood
True Crime,https://www.imdb.com/title/tt0139668/?ref_=nm_flmg_dr_22,1999,,Clint Eastwood
Midnight in the Garden of Good and Evil,https://www.imdb.com/title/tt0119668/?ref_=nm_flmg_dr_23,1997,,Clint Eastwood
Absolute Power,https://www.imdb.com/title/tt0118548/?ref_=nm_flmg_dr_24,1997,,Clint Eastwood
The Bridges of Madison County,https://www.imdb.com/title/tt0112579/?ref_=nm_flmg_dr_25,1995,,Clint Eastwood
A Perfect World,https://www.imdb.com/title/tt0107808/?ref_=nm_flmg_dr_26,1993,,Clint Eastwood
Unforgiven,https://www.imdb.com/title/tt0105695/?ref_=nm_flmg_dr_27,1992,,Clint Eastwood
The Rookie,https://www.imdb.com/title/tt0100514/?ref_=nm_flmg_dr_28,1990,,Clint Eastwood
White Hunter Black Heart,https://www.imdb.com/title/tt0100928/?ref_=nm_flmg_dr_29,1990,,Clint Eastwood
Bird,https://www.imdb.com/title/tt0094747/?ref_=nm_flmg_dr_30,1988,,Clint Eastwood
Heartbreak Ridge,https://www.imdb.com/title/tt0091187/?ref_=nm_flmg_dr_31,1986,,Clint Eastwood
Amazing Stories,https://www.imdb.com/title/tt0088478/?ref_=nm_flmg_dr_32,1985,(TV Series) (1 episode) - Vanessa in the Garden (),Clint Eastwood
Pale Rider,https://www.imdb.com/title/tt0089767/?ref_=nm_flmg_dr_33,1985,,Clint Eastwood
Tightrope,https://www.imdb.com/title/tt0088272/?ref_=nm_flmg_dr_34,1984,(uncredited),Clint Eastwood
Sudden Impact,https://www.imdb.com/title/tt0086383/?ref_=nm_flmg_dr_35,1983,,Clint Eastwood
Honkytonk Man,https://www.imdb.com/title/tt0084088/?ref_=nm_flmg_dr_36,1982,,Clint Eastwood
Firefox,https://www.imdb.com/title/tt0083943/?ref_=nm_flmg_dr_37,1982,,Clint Eastwood
Bronco Billy,https://www.imdb.com/title/tt0080472/?ref_=nm_flmg_dr_38,1980,,Clint Eastwood
The Gauntlet,https://www.imdb.com/title/tt0076070/?ref_=nm_flmg_dr_39,1977,,Clint Eastwood
The Outlaw Josey Wales,https://www.imdb.com/title/tt0075029/?ref_=nm_flmg_dr_40,1976,,Clint Eastwood
The Eiger Sanction,https://www.imdb.com/title/tt0072926/?ref_=nm_flmg_dr_41,1975,(directed by),Clint Eastwood
Breezy,https://www.imdb.com/title/tt0069822/?ref_=nm_flmg_dr_42,1973,,Clint Eastwood
High Plains Drifter,https://www.imdb.com/title/tt0068699/?ref_=nm_flmg_dr_43,1973,,Clint Eastwood
The Beguiled: The Storyteller,https://www.imdb.com/title/tt0479222/?ref_=nm_flmg_dr_44,1971,(Documentary short),Clint Eastwood
Dirty Harry,https://www.imdb.com/title/tt0066999/?ref_=nm_flmg_dr_45,1971,"(segment ""suicide jumper sequence at night"", uncredited)",Clint Eastwood
Play Misty for Me,https://www.imdb.com/title/tt0067588/?ref_=nm_flmg_dr_46,1971,,Clint Eastwood
Maya Lord,https://www.imdb.com/title/tt3707086/?ref_=nm_flmg_dr_1,,(announced),Roland Emmerich
Stargate,https://www.imdb.com/title/tt3773814/?ref_=nm_flmg_dr_2,,(pre-production),Roland Emmerich
Those About to Die,https://www.imdb.com/title/tt10569934/?ref_=nm_flmg_dr_3,,(TV Series) (filming),Roland Emmerich
Moonfall,https://www.imdb.com/title/tt5834426/?ref_=nm_flmg_dr_4,2022,(directed by),Roland Emmerich
Midway,https://www.imdb.com/title/tt6924650/?ref_=nm_flmg_dr_5,2019,,Roland Emmerich
The Day After Tomorrow: Deleted Scenes,https://www.imdb.com/title/tt8935210/?ref_=nm_flmg_dr_6,2018,(Video short),Roland Emmerich
Independence Day: Resurgence,https://www.imdb.com/title/tt1628841/?ref_=nm_flmg_dr_7,2016,,Roland Emmerich
Stonewall,https://www.imdb.com/title/tt3018070/?ref_=nm_flmg_dr_8,2015,,Roland Emmerich
White House Down,https://www.imdb.com/title/tt2334879/?ref_=nm_flmg_dr_9,2013,,Roland Emmerich
Dark Horse,https://www.imdb.com/title/tt2202377/?ref_=nm_flmg_dr_10,2012,(TV Movie),Roland Emmerich
Anonymous,https://www.imdb.com/title/tt1521197/?ref_=nm_flmg_dr_11,2011/I,,Roland Emmerich
2012,https://www.imdb.com/title/tt1190080/?ref_=nm_flmg_dr_12,2009/I,,Roland Emmerich
"10,000 BC",https://www.imdb.com/title/tt0443649/?ref_=nm_flmg_dr_13,2008,,Roland Emmerich
The Day After Tomorrow,https://www.imdb.com/title/tt0319262/?ref_=nm_flmg_dr_14,2004,,Roland Emmerich
The Patriot,https://www.imdb.com/title/tt0187393/?ref_=nm_flmg_dr_15,2000,,Roland Emmerich
Godzilla,https://www.imdb.com/title/tt0120685/?ref_=nm_flmg_dr_16,1998/I,,Roland Emmerich
Independence Day,https://www.imdb.com/title/tt0116629/?ref_=nm_flmg_dr_17,1996,,Roland Emmerich
Stargate,https://www.imdb.com/title/tt0111282/?ref_=nm_flmg_dr_18,1994,(directed by),Roland Emmerich
Universal Soldier,https://www.imdb.com/title/tt0105698/?ref_=nm_flmg_dr_19,1992,,Roland Emmerich
Moon 44,https://www.imdb.com/title/tt0097910/?ref_=nm_flmg_dr_20,1990,,Roland Emmerich
Ghost Chase,https://www.imdb.com/title/tt0093201/?ref_=nm_flmg_dr_21,1987,,Roland Emmerich
Making Contact,https://www.imdb.com/title/tt0089378/?ref_=nm_flmg_dr_22,1985,,Roland Emmerich
The Noah's Ark Principle,https://www.imdb.com/title/tt0086911/?ref_=nm_flmg_dr_23,1984,,Roland Emmerich
ASA 400,https://www.imdb.com/title/tt31548371/?ref_=nm_flmg_dr_24,1981,(Short),Roland Emmerich
Franzmann,https://www.imdb.com/title/tt0161591/?ref_=nm_flmg_dr_25,1980,(co-director),Roland Emmerich
Wilde Witwe,https://www.imdb.com/title/tt1693999/?ref_=nm_flmg_dr_26,1979,(Short) (co-director),Roland Emmerich
Bei Anna,https://www.imdb.com/title/tt31548400/?ref_=nm_flmg_dr_27,1978,(Short) (co-director),Roland Emmerich
Jungle Book 2,https://www.imdb.com/title/tt5626032/?ref_=nm_flmg_dr_1,,(announced),Jon Favreau
The Mandalorian & Grogu,https://www.imdb.com/title/tt30825738/?ref_=nm_flmg_dr_2,2026,(pre-production),Jon Favreau
The Mandalorian,https://www.imdb.com/title/tt8111088/?ref_=nm_flmg_dr_3,2020,(TV Series) (1 episode) - Chapter 9: The Marshal (),Jon Favreau
Gnomes & Goblins,https://www.imdb.com/title/tt12809908/?ref_=nm_flmg_dr_4,2020,(Video Game),Jon Favreau
The Chef Show,https://www.imdb.com/title/tt10359446/?ref_=nm_flmg_dr_5,2019-2020,(TV Series documentary) (22 episodes) - Tartine (2020) - Roy's Italian Cuisine (2020) - Milk Bar Bake Sale (2020) - Extra Helpings with Candace Nelson (2020) - Wexler's Deli (2020) - Pasta a la Raimi (2020) - Border Grill (2020) - Wolfgang Puck (2020) - Extra Helpings with Babish (2019) - Skywalker Ranch (2019) - Hog Island (2019) - Guerilla Tacos (2019) - Pizzana (2019) - Seth Rogen (2019) - Hot Luck (2019) - Aaron Franklin (2019) - David Chang (2019) - Robert Rodriquez/First Friday (2019) - Remembering Jonathan Gold (2019) - Chef Film Recipes (2019) - Gwyneth Paltrow/Bill Burr (2019) - Avengers Atlanta (2019),Jon Favreau
Elton John: Never Too Late (Lyric Version),https://www.imdb.com/title/tt11322420/?ref_=nm_flmg_dr_6,2019,(Music Video short),Jon Favreau
The Lion King,https://www.imdb.com/title/tt6105098/?ref_=nm_flmg_dr_7,2019,,Jon Favreau
Young Sheldon,https://www.imdb.com/title/tt6226232/?ref_=nm_flmg_dr_8,2017,(TV Series) (1 episode) - Pilot (),Jon Favreau
The Orville,https://www.imdb.com/title/tt5691552/?ref_=nm_flmg_dr_9,2017,(TV Series) (1 episode) - Old Wounds (),Jon Favreau
The Jungle Book,https://www.imdb.com/title/tt3040964/?ref_=nm_flmg_dr_10,2016,,Jon Favreau
Chef,https://www.imdb.com/title/tt2883512/?ref_=nm_flmg_dr_11,2014,,Jon Favreau
About a Boy,https://www.imdb.com/title/tt2666270/?ref_=nm_flmg_dr_12,2014,(TV Series) (1 episode) - Pilot (),Jon Favreau
The Office,https://www.imdb.com/title/tt0386676/?ref_=nm_flmg_dr_13,2013,(TV Series) (1 episode) - Moving On (),Jon Favreau
Revolution,https://www.imdb.com/title/tt2070791/?ref_=nm_flmg_dr_14,2012,(TV Series) (1 episode) - Pilot (),Jon Favreau
Cowboys & Aliens,https://www.imdb.com/title/tt0409847/?ref_=nm_flmg_dr_15,2011,,Jon Favreau
Jimmy Kimmel Live!,https://www.imdb.com/title/tt0320037/?ref_=nm_flmg_dr_16,2011,(TV Series) (1 episode) - Episode #9.164 (),Jon Favreau
Iron Man 2,https://www.imdb.com/title/tt1228705/?ref_=nm_flmg_dr_17,2010,,Jon Favreau
Iron Man,https://www.imdb.com/title/tt0371746/?ref_=nm_flmg_dr_18,2008,,Jon Favreau
In Case of Emergency,https://www.imdb.com/title/tt0491296/?ref_=nm_flmg_dr_19,2007,(TV Series) (1 episode) - Pilot (),Jon Favreau
Zathura,https://www.imdb.com/title/tt13057454/?ref_=nm_flmg_dr_20,2005,(Video Game),Jon Favreau
Zathura: A Space Adventure,https://www.imdb.com/title/tt0406375/?ref_=nm_flmg_dr_21,2005,,Jon Favreau
Life on Parole,https://www.imdb.com/title/tt0314317/?ref_=nm_flmg_dr_22,2003,(TV Movie),Jon Favreau
Elf,https://www.imdb.com/title/tt0319343/?ref_=nm_flmg_dr_23,2003,,Jon Favreau
Undeclared,https://www.imdb.com/title/tt0273028/?ref_=nm_flmg_dr_24,2002,(TV Series) (1 episode) - Eric's POV (),Jon Favreau
Made,https://www.imdb.com/title/tt0227005/?ref_=nm_flmg_dr_25,2001,,Jon Favreau
Smog,https://www.imdb.com/title/tt0218609/?ref_=nm_flmg_dr_26,1999,(TV Movie),Jon Favreau
"Bad Cop, Bad Cop",https://www.imdb.com/title/tt1182606/?ref_=nm_flmg_dr_27,1998,(TV Movie),Jon Favreau
The Killer,https://www.imdb.com/title/tt1136617/?ref_=nm_flmg_dr_1,2023,,David Fincher
"Love, Death & Robots",https://www.imdb.com/title/tt9561862/?ref_=nm_flmg_dr_2,2022,(TV Series short) (1 episode) - Bad Travelling () ... (directed by),David Fincher
Mank,https://www.imdb.com/title/tt10618286/?ref_=nm_flmg_dr_3,2020,,David Fincher
Mindhunter,https://www.imdb.com/title/tt5290382/?ref_=nm_flmg_dr_4,2017-2019,(TV Series) (7 episodes) - Episode #2.3 (2019) - Episode #2.2 (2019) - Episode #2.1 (2019) - Episode #1.9 (2017) - Episode #1.10 (2017) - Episode #1.2 (2017) - Episode #1.1 (2017),David Fincher
Gone Girl,https://www.imdb.com/title/tt2267998/?ref_=nm_flmg_dr_5,2014,,David Fincher
Calvin Klein: Downtown,https://www.imdb.com/title/tt6928750/?ref_=nm_flmg_dr_6,2013,(Short),David Fincher
Justin Timberlake feat. Jay-Z: Suit & Tie,https://www.imdb.com/title/tt3391114/?ref_=nm_flmg_dr_7,2013,(Music Video short),David Fincher
House of Cards,https://www.imdb.com/title/tt1856010/?ref_=nm_flmg_dr_8,2013,(TV Series) (2 episodes) - Chapter 2 () - Chapter 1 (),David Fincher
Karen O & Trent Reznor & Atticus Ross: Immigrant Song,https://www.imdb.com/title/tt11575724/?ref_=nm_flmg_dr_9,2011,(Music Video short),David Fincher
The Girl with the Dragon Tattoo,https://www.imdb.com/title/tt1568346/?ref_=nm_flmg_dr_10,2011,,David Fincher
The Social Network,https://www.imdb.com/title/tt1285016/?ref_=nm_flmg_dr_11,2010,,David Fincher
Madonna: Celebration - The Video Collection,https://www.imdb.com/title/tt2866056/?ref_=nm_flmg_dr_12,2009,"(Video) (videos ""Express Yourself"", ""Vogue"")",David Fincher
The Curious Case of Benjamin Button,https://www.imdb.com/title/tt0421715/?ref_=nm_flmg_dr_13,2008,,David Fincher
Zodiac,https://www.imdb.com/title/tt0443706/?ref_=nm_flmg_dr_14,2007,,David Fincher
George Michael: Twenty Five,https://www.imdb.com/title/tt1100093/?ref_=nm_flmg_dr_15,2006,"(Video) (video "": ""Freedom '90"")",David Fincher
Nine Inch Nails: Only,https://www.imdb.com/title/tt6663696/?ref_=nm_flmg_dr_16,2005,(Music Video short),David Fincher
Video Hits: Paula Abdul,https://www.imdb.com/title/tt0474989/?ref_=nm_flmg_dr_17,2005,"(Video short) (videos ""Straight Up"", ""Forever Your Girl"", ""Cold Hearted"")",David Fincher
Beer Run,https://www.imdb.com/title/tt11084704/?ref_=nm_flmg_dr_18,2005,(Short),David Fincher
Hewlett Packard: Constant Change,https://www.imdb.com/title/tt10882824/?ref_=nm_flmg_dr_19,2004,(Video short),David Fincher
Panic Room,https://www.imdb.com/title/tt0258000/?ref_=nm_flmg_dr_20,2002,,David Fincher
A Perfect Circle: Judith,https://www.imdb.com/title/tt6663678/?ref_=nm_flmg_dr_21,2000,(Music Video short),David Fincher
Madonna: The Video Collection 93:99,https://www.imdb.com/title/tt0245247/?ref_=nm_flmg_dr_22,1999,"(Video) (video ""Bad Girl"")",David Fincher
Fight Club,https://www.imdb.com/title/tt0137523/?ref_=nm_flmg_dr_23,1999,(directed by),David Fincher
Ladies & Gentlemen: The Best of George Michael,https://www.imdb.com/title/tt0230239/?ref_=nm_flmg_dr_24,1999,"(Video documentary) (video ""Freedom '90"")",David Fincher
The Game,https://www.imdb.com/title/tt0119174/?ref_=nm_flmg_dr_25,1997,,David Fincher
Levi's: The Chase,https://www.imdb.com/title/tt8343928/?ref_=nm_flmg_dr_26,1996,(Video short),David Fincher
The Wallflowers: 6th Avenue Heartache,https://www.imdb.com/title/tt6663686/?ref_=nm_flmg_dr_27,1996,(Music Video short),David Fincher
Se7en,https://www.imdb.com/title/tt0114369/?ref_=nm_flmg_dr_28,1995,(directed by),David Fincher
Levi's: Restaurant,https://www.imdb.com/title/tt7462752/?ref_=nm_flmg_dr_29,1994,(Video short),David Fincher
Aerosmith: Big Ones You Can Look At,https://www.imdb.com/title/tt0109047/?ref_=nm_flmg_dr_30,1994,(Video),David Fincher
The Best of Sting: Fields of Gold 1984-1994,https://www.imdb.com/title/tt0477154/?ref_=nm_flmg_dr_31,1994,"(Video) (video ""Englishman In New York"")",David Fincher
The Rolling Stones: Love Is Strong,https://www.imdb.com/title/tt6663662/?ref_=nm_flmg_dr_32,1994,(Music Video short),David Fincher
Dangerous: The Short Films,https://www.imdb.com/title/tt0317313/?ref_=nm_flmg_dr_33,1993,"(Video) (video ""Who Is It"")",David Fincher
Coca-Cola: Blade Roller,https://www.imdb.com/title/tt7462644/?ref_=nm_flmg_dr_34,1993,(Video short),David Fincher
Michael Jackson: Who Is It,https://www.imdb.com/title/tt6663648/?ref_=nm_flmg_dr_35,1993,(Music Video short),David Fincher
Madonna: Bad Girl,https://www.imdb.com/title/tt6663626/?ref_=nm_flmg_dr_36,1993,(Music Video),David Fincher
Nike: Instant Karma,https://www.imdb.com/title/tt7462652/?ref_=nm_flmg_dr_37,1992,(Video short),David Fincher
Alien³,https://www.imdb.com/title/tt0103644/?ref_=nm_flmg_dr_38,1992,,David Fincher
George Michael: Freedom! '90,https://www.imdb.com/title/tt6656616/?ref_=nm_flmg_dr_39,1990,(Music Video short),David Fincher
Madonna: The Immaculate Collection,https://www.imdb.com/title/tt0500162/?ref_=nm_flmg_dr_40,1990,"(Video) (videos ""Express Yourself"", ""Oh Father"", ""Vogue"")",David Fincher
Wire Train: Should She Cry,https://www.imdb.com/title/tt6663588/?ref_=nm_flmg_dr_41,1990,(Music Video short),David Fincher
Billy Idol: L.A. Woman,https://www.imdb.com/title/tt6663558/?ref_=nm_flmg_dr_42,1990,(Music Video short),David Fincher
Iggy Pop: Home,https://www.imdb.com/title/tt6663570/?ref_=nm_flmg_dr_43,1990,(Music Video short),David Fincher
Billy Idol: Cradle of Love,https://www.imdb.com/title/tt6663540/?ref_=nm_flmg_dr_44,1990,(Music Video short),David Fincher
Madonna: Vogue,https://www.imdb.com/title/tt6652338/?ref_=nm_flmg_dr_45,1990,(Music Video),David Fincher
Neneh Cherry: Heart,https://www.imdb.com/title/tt6663486/?ref_=nm_flmg_dr_46,1990,(Music Video short),David Fincher
"Paula Abdul: It's Just, the Way That You Love Me (Version 2)",https://www.imdb.com/title/tt6663240/?ref_=nm_flmg_dr_47,1989,(Music Video short),David Fincher
Aerosmith: Janie's Got a Gun,https://www.imdb.com/title/tt6663460/?ref_=nm_flmg_dr_48,1989,(Music Video),David Fincher
Madonna: Oh Father,https://www.imdb.com/title/tt6662784/?ref_=nm_flmg_dr_49,1989,(Music Video),David Fincher
Paula Abdul: Cold Hearted,https://www.imdb.com/title/tt5365006/?ref_=nm_flmg_dr_50,1989,(Music Video),David Fincher
Don Henley: The End of the Innocence,https://www.imdb.com/title/tt6663446/?ref_=nm_flmg_dr_51,1989,(Music Video),David Fincher
Paula Abdul: Forever Your Girl,https://www.imdb.com/title/tt6663286/?ref_=nm_flmg_dr_52,1989,(Music Video short),David Fincher
Madonna: Express Yourself,https://www.imdb.com/title/tt2036364/?ref_=nm_flmg_dr_53,1989,(Music Video),David Fincher
Roy Orbison: She's a Mystery to Me,https://www.imdb.com/title/tt6663370/?ref_=nm_flmg_dr_54,1989,(Music Video short),David Fincher
Gipsy Kings: Bamboléo (Mixed Version),https://www.imdb.com/title/tt6783864/?ref_=nm_flmg_dr_55,1989,(Music Video short),David Fincher
Jody Watley: Real Love,https://www.imdb.com/title/tt6663352/?ref_=nm_flmg_dr_56,1989,(Music Video short),David Fincher
Paula Abdul: Straight Up,https://www.imdb.com/title/tt6663246/?ref_=nm_flmg_dr_57,1989,(Music Video short),David Fincher
Gipsy Kings: Bamboléo (Version 2),https://www.imdb.com/title/tt6663348/?ref_=nm_flmg_dr_58,1989,(Music Video short),David Fincher
Martha Davis: Tell It to the Moon,https://www.imdb.com/title/tt10878446/?ref_=nm_flmg_dr_59,1988,(Music Video short),David Fincher
"Paula Abdul: It's Just, the Way That You Love Me (Version 1)",https://www.imdb.com/title/tt6663236/?ref_=nm_flmg_dr_60,1988,(Music Video short),David Fincher
Steve Winwood: Holding On,https://www.imdb.com/title/tt6663218/?ref_=nm_flmg_dr_61,1988,(Music Video short),David Fincher
Steve Winwood: Roll with It,https://www.imdb.com/title/tt6663208/?ref_=nm_flmg_dr_62,1988,(Music Video short),David Fincher
Ry Cooder: Get Rhythm,https://www.imdb.com/title/tt6663192/?ref_=nm_flmg_dr_63,1988,(Music Video short),David Fincher
Jody Watley: Most of All,https://www.imdb.com/title/tt6663184/?ref_=nm_flmg_dr_64,1988,(Music Video short),David Fincher
Johnny Hates Jazz: Shattered Dreams (US Version),https://www.imdb.com/title/tt6663174/?ref_=nm_flmg_dr_65,1988,(Music Video short),David Fincher
Johnny Hates Jazz: Heart of Gold,https://www.imdb.com/title/tt6663170/?ref_=nm_flmg_dr_66,1988,(Music Video short),David Fincher
Sting: Englishman in New York,https://www.imdb.com/title/tt6663160/?ref_=nm_flmg_dr_67,1988,(Music Video),David Fincher
Bourgeois Tagg: I Don't Mind at All,https://www.imdb.com/title/tt6663148/?ref_=nm_flmg_dr_68,1987,(Music Video short),David Fincher
Colin James Hay: Can I Hold You?,https://www.imdb.com/title/tt6663062/?ref_=nm_flmg_dr_69,1987,(Music Video short),David Fincher
Foreigner: Say You Will,https://www.imdb.com/title/tt6663120/?ref_=nm_flmg_dr_70,1987,(Music Video short),David Fincher
Loverboy: Love Will Rise Again,https://www.imdb.com/title/tt6662992/?ref_=nm_flmg_dr_71,1987,(Music Video short),David Fincher
Patrick Swayze feat. Wendy Fraser: She's Like the Wind,https://www.imdb.com/title/tt9680052/?ref_=nm_flmg_dr_72,1987,(Music Video short),David Fincher
Martha Davis: Don't Tell Me the Time,https://www.imdb.com/title/tt6663144/?ref_=nm_flmg_dr_73,1987,(Music Video short),David Fincher
The Outfield: No Surrender,https://www.imdb.com/title/tt6662940/?ref_=nm_flmg_dr_74,1987,(Music Video short),David Fincher
