title,uri,year,note,director_name,director_id,title_ids
Jersey Boys,https://www.imdb.com/title/tt1742044/?ref_=nm_flmg_dr_8,2014,,Clint Eastwood,nm0000142,tt1742044
J. Edgar,https://www.imdb.com/title/tt1616195/?ref_=nm_flmg_dr_9,2011,,Clint Eastwood,nm0000142,tt1616195
Hereafter,https://www.imdb.com/title/tt1212419/?ref_=nm_flmg_dr_10,2010,,Clint Eastwood,nm0000142,tt1212419
Invictus,https://www.imdb.com/title/tt1057500/?ref_=nm_flmg_dr_11,2009,,Clint Eastwood,nm0000142,tt1057500
Gran Torino,https://www.imdb.com/title/tt1205489/?ref_=nm_flmg_dr_12,2008,(directed by),Clint Eastwood,nm0000142,tt1205489
Changeling,https://www.imdb.com/title/tt0824747/?ref_=nm_flmg_dr_13,2008,,Clint Eastwood,nm0000142,tt0824747
Letters from Iwo Jima,https://www.imdb.com/title/tt0498380/?ref_=nm_flmg_dr_14,2006,,Clint Eastwood,nm0000142,tt0498380
Flags of Our Fathers,https://www.imdb.com/title/tt0418689/?ref_=nm_flmg_dr_15,2006,,Clint Eastwood,nm0000142,tt0418689
Million Dollar Baby,https://www.imdb.com/title/tt0405159/?ref_=nm_flmg_dr_16,2004,,Clint Eastwood,nm0000142,tt0405159
The Blues,https://www.imdb.com/title/tt0287198/?ref_=nm_flmg_dr_17,2003,(TV Mini Series documentary) (1 episode) - Piano Blues (),Clint Eastwood,nm0000142,tt0287198
Mystic River,https://www.imdb.com/title/tt0327056/?ref_=nm_flmg_dr_18,2003,,Clint Eastwood,nm0000142,tt0327056
Blood Work,https://www.imdb.com/title/tt0309377/?ref_=nm_flmg_dr_19,2002,,Clint Eastwood,nm0000142,tt0309377
Space Cowboys,https://www.imdb.com/title/tt0186566/?ref_=nm_flmg_dr_20,2000,,Clint Eastwood,nm0000142,tt0186566
Diana Krall: Why Should I Care,https://www.imdb.com/title/tt14437204/?ref_=nm_flmg_dr_21,1999,(Music Video short),Clint Eastwood,nm0000142,tt14437204
True Crime,https://www.imdb.com/title/tt0139668/?ref_=nm_flmg_dr_22,1999,,Clint Eastwood,nm0000142,tt0139668
Midnight in the Garden of Good and Evil,https://www.imdb.com/title/tt0119668/?ref_=nm_flmg_dr_23,1997,,Clint Eastwood,nm0000142,tt0119668
Absolute Power,https://www.imdb.com/title/tt0118548/?ref_=nm_flmg_dr_24,1997,,Clint Eastwood,nm0000142,tt0118548
The Bridges of Madison County,https://www.imdb.com/title/tt0112579/?ref_=nm_flmg_dr_25,1995,,Clint Eastwood,nm0000142,tt0112579
A Perfect World,https://www.imdb.com/title/tt0107808/?ref_=nm_flmg_dr_26,1993,,Clint Eastwood,nm0000142,tt0107808
Unforgiven,https://www.imdb.com/title/tt0105695/?ref_=nm_flmg_dr_27,1992,,Clint Eastwood,nm0000142,tt0105695
The Rookie,https://www.imdb.com/title/tt0100514/?ref_=nm_flmg_dr_28,1990,,Clint Eastwood,nm0000142,tt0100514
White Hunter Black Heart,https://www.imdb.com/title/tt0100928/?ref_=nm_flmg_dr_29,1990,,Clint Eastwood,nm0000142,tt0100928
Bird,https://www.imdb.com/title/tt0094747/?ref_=nm_flmg_dr_30,1988,,Clint Eastwood,nm0000142,tt0094747
Heartbreak Ridge,https://www.imdb.com/title/tt0091187/?ref_=nm_flmg_dr_31,1986,,Clint Eastwood,nm0000142,tt0091187
Amazing Stories,https://www.imdb.com/title/tt0088478/?ref_=nm_flmg_dr_32,1985,(TV Series) (1 episode) - Vanessa in the Garden (),Clint Eastwood,nm0000142,tt0088478
Pale Rider,https://www.imdb.com/title/tt0089767/?ref_=nm_flmg_dr_33,1985,,Clint Eastwood,nm0000142,tt0089767
Tightrope,https://www.imdb.com/title/tt0088272/?ref_=nm_flmg_dr_34,1984,(uncredited),Clint Eastwood,nm0000142,tt0088272
Sudden Impact,https://www.imdb.com/title/tt0086383/?ref_=nm_flmg_dr_35,1983,,Clint Eastwood,nm0000142,tt0086383
Honkytonk Man,https://www.imdb.com/title/tt0084088/?ref_=nm_flmg_dr_36,1982,,Clint Eastwood,nm0000142,tt0084088
Firefox,https://www.imdb.com/title/tt0083943/?ref_=nm_flmg_dr_37,1982,,Clint Eastwood,nm0000142,tt0083943
Bronco Billy,https://www.imdb.com/title/tt0080472/?ref_=nm_flmg_dr_38,1980,,Clint Eastwood,nm0000142,tt0080472
The Gauntlet,https://www.imdb.com/title/tt0076070/?ref_=nm_flmg_dr_39,1977,,Clint Eastwood,nm0000142,tt0076070
The Outlaw Josey Wales,https://www.imdb.com/title/tt0075029/?ref_=nm_flmg_dr_40,1976,,Clint Eastwood,nm0000142,tt0075029
The Eiger Sanction,https://www.imdb.com/title/tt0072926/?ref_=nm_flmg_dr_41,1975,(directed by),Clint Eastwood,nm0000142,tt0072926
Breezy,https://www.imdb.com/title/tt0069822/?ref_=nm_flmg_dr_42,1973,,Clint Eastwood,nm0000142,tt0069822
High Plains Drifter,https://www.imdb.com/title/tt0068699/?ref_=nm_flmg_dr_43,1973,,Clint Eastwood,nm0000142,tt0068699
The Beguiled: The Storyteller,https://www.imdb.com/title/tt0479222/?ref_=nm_flmg_dr_44,1971,(Documentary short),Clint Eastwood,nm0000142,tt0479222
Dirty Harry,https://www.imdb.com/title/tt0066999/?ref_=nm_flmg_dr_45,1971,"(segment ""suicide jumper sequence at night"", uncredited)",Clint Eastwood,nm0000142,tt0066999
Play Misty for Me,https://www.imdb.com/title/tt0067588/?ref_=nm_flmg_dr_46,1971,,Clint Eastwood,nm0000142,tt0067588
Maya Lord,https://www.imdb.com/title/tt3707086/?ref_=nm_flmg_dr_1,,(announced),Roland Emmerich,nm0000386,tt3707086
Stargate,https://www.imdb.com/title/tt3773814/?ref_=nm_flmg_dr_2,,(pre-production),Roland Emmerich,nm0000386,tt3773814
Those About to Die,https://www.imdb.com/title/tt10569934/?ref_=nm_flmg_dr_3,,(TV Series) (filming),Roland Emmerich,nm0000386,tt10569934
Moonfall,https://www.imdb.com/title/tt5834426/?ref_=nm_flmg_dr_4,2022,(directed by),Roland Emmerich,nm0000386,tt5834426
Midway,https://www.imdb.com/title/tt6924650/?ref_=nm_flmg_dr_5,2019,,Roland Emmerich,nm0000386,tt6924650
The Day After Tomorrow: Deleted Scenes,https://www.imdb.com/title/tt8935210/?ref_=nm_flmg_dr_6,2018,(Video short),Roland Emmerich,nm0000386,tt8935210
Independence Day: Resurgence,https://www.imdb.com/title/tt1628841/?ref_=nm_flmg_dr_7,2016,,Roland Emmerich,nm0000386,tt1628841
Stonewall,https://www.imdb.com/title/tt3018070/?ref_=nm_flmg_dr_8,2015,,Roland Emmerich,nm0000386,tt3018070
White House Down,https://www.imdb.com/title/tt2334879/?ref_=nm_flmg_dr_9,2013,,Roland Emmerich,nm0000386,tt2334879
Dark Horse,https://www.imdb.com/title/tt2202377/?ref_=nm_flmg_dr_10,2012,(TV Movie),Roland Emmerich,nm0000386,tt2202377
Anonymous,https://www.imdb.com/title/tt1521197/?ref_=nm_flmg_dr_11,2011/I,,Roland Emmerich,nm0000386,tt1521197
2012,https://www.imdb.com/title/tt1190080/?ref_=nm_flmg_dr_12,2009/I,,Roland Emmerich,nm0000386,tt1190080
"10,000 BC",https://www.imdb.com/title/tt0443649/?ref_=nm_flmg_dr_13,2008,,Roland Emmerich,nm0000386,tt0443649
The Day After Tomorrow,https://www.imdb.com/title/tt0319262/?ref_=nm_flmg_dr_14,2004,,Roland Emmerich,nm0000386,tt0319262
The Patriot,https://www.imdb.com/title/tt0187393/?ref_=nm_flmg_dr_15,2000,,Roland Emmerich,nm0000386,tt0187393
Godzilla,https://www.imdb.com/title/tt0120685/?ref_=nm_flmg_dr_16,1998/I,,Roland Emmerich,nm0000386,tt0120685
Independence Day,https://www.imdb.com/title/tt0116629/?ref_=nm_flmg_dr_17,1996,,Roland Emmerich,nm0000386,tt0116629
Stargate,https://www.imdb.com/title/tt0111282/?ref_=nm_flmg_dr_18,1994,(directed by),Roland Emmerich,nm0000386,tt0111282
Universal Soldier,https://www.imdb.com/title/tt0105698/?ref_=nm_flmg_dr_19,1992,,Roland Emmerich,nm0000386,tt0105698
Moon 44,https://www.imdb.com/title/tt0097910/?ref_=nm_flmg_dr_20,1990,,Roland Emmerich,nm0000386,tt0097910
Ghost Chase,https://www.imdb.com/title/tt0093201/?ref_=nm_flmg_dr_21,1987,,Roland Emmerich,nm0000386,tt0093201
Making Contact,https://www.imdb.com/title/tt0089378/?ref_=nm_flmg_dr_22,1985,,Roland Emmerich,nm0000386,tt0089378
The Noah's Ark Principle,https://www.imdb.com/title/tt0086911/?ref_=nm_flmg_dr_23,1984,,Roland Emmerich,nm0000386,tt0086911
ASA 400,https://www.imdb.com/title/tt31548371/?ref_=nm_flmg_dr_24,1981,(Short),Roland Emmerich,nm0000386,tt31548371
Franzmann,https://www.imdb.com/title/tt0161591/?ref_=nm_flmg_dr_25,1980,(co-director),Roland Emmerich,nm0000386,tt0161591
Wilde Witwe,https://www.imdb.com/title/tt1693999/?ref_=nm_flmg_dr_26,1979,(Short) (co-director),Roland Emmerich,nm0000386,tt1693999
Bei Anna,https://www.imdb.com/title/tt31548400/?ref_=nm_flmg_dr_27,1978,(Short) (co-director),Roland Emmerich,nm0000386,tt31548400
Jungle Book 2,https://www.imdb.com/title/tt5626032/?ref_=nm_flmg_dr_1,,(announced),Jon Favreau,nm0269463,tt5626032
The Mandalorian & Grogu,https://www.imdb.com/title/tt30825738/?ref_=nm_flmg_dr_2,2026,(pre-production),Jon Favreau,nm0269463,tt30825738
The Mandalorian,https://www.imdb.com/title/tt8111088/?ref_=nm_flmg_dr_3,2020,(TV Series) (1 episode) - Chapter 9: The Marshal (),Jon Favreau,nm0269463,tt8111088
Gnomes & Goblins,https://www.imdb.com/title/tt12809908/?ref_=nm_flmg_dr_4,2020,(Video Game),Jon Favreau,nm0269463,tt12809908
The Chef Show,https://www.imdb.com/title/tt10359446/?ref_=nm_flmg_dr_5,2019-2020,(TV Series documentary) (22 episodes) - Tartine (2020) - Roy's Italian Cuisine (2020) - Milk Bar Bake Sale (2020) - Extra Helpings with Candace Nelson (2020) - Wexler's Deli (2020) - Pasta a la Raimi (2020) - Border Grill (2020) - Wolfgang Puck (2020) - Extra Helpings with Babish (2019) - Skywalker Ranch (2019) - Hog Island (2019) - Guerilla Tacos (2019) - Pizzana (2019) - Seth Rogen (2019) - Hot Luck (2019) - Aaron Franklin (2019) - David Chang (2019) - Robert Rodriquez/First Friday (2019) - Remembering Jonathan Gold (2019) - Chef Film Recipes (2019) - Gwyneth Paltrow/Bill Burr (2019) - Avengers Atlanta (2019),Jon Favreau,nm0269463,tt10359446
Elton John: Never Too Late (Lyric Version),https://www.imdb.com/title/tt11322420/?ref_=nm_flmg_dr_6,2019,(Music Video short),Jon Favreau,nm0269463,tt11322420
The Lion King,https://www.imdb.com/title/tt6105098/?ref_=nm_flmg_dr_7,2019,,Jon Favreau,nm0269463,tt6105098
Young Sheldon,https://www.imdb.com/title/tt6226232/?ref_=nm_flmg_dr_8,2017,(TV Series) (1 episode) - Pilot (),Jon Favreau,nm0269463,tt6226232
The Orville,https://www.imdb.com/title/tt5691552/?ref_=nm_flmg_dr_9,2017,(TV Series) (1 episode) - Old Wounds (),Jon Favreau,nm0269463,tt5691552
The Jungle Book,https://www.imdb.com/title/tt3040964/?ref_=nm_flmg_dr_10,2016,,Jon Favreau,nm0269463,tt3040964
Chef,https://www.imdb.com/title/tt2883512/?ref_=nm_flmg_dr_11,2014,,Jon Favreau,nm0269463,tt2883512
About a Boy,https://www.imdb.com/title/tt2666270/?ref_=nm_flmg_dr_12,2014,(TV Series) (1 episode) - Pilot (),Jon Favreau,nm0269463,tt2666270
The Office,https://www.imdb.com/title/tt0386676/?ref_=nm_flmg_dr_13,2013,(TV Series) (1 episode) - Moving On (),Jon Favreau,nm0269463,tt0386676
Revolution,https://www.imdb.com/title/tt2070791/?ref_=nm_flmg_dr_14,2012,(TV Series) (1 episode) - Pilot (),Jon Favreau,nm0269463,tt2070791
Cowboys & Aliens,https://www.imdb.com/title/tt0409847/?ref_=nm_flmg_dr_15,2011,,Jon Favreau,nm0269463,tt0409847
Jimmy Kimmel Live!,https://www.imdb.com/title/tt0320037/?ref_=nm_flmg_dr_16,2011,(TV Series) (1 episode) - Episode #9.164 (),Jon Favreau,nm0269463,tt0320037
Iron Man 2,https://www.imdb.com/title/tt1228705/?ref_=nm_flmg_dr_17,2010,,Jon Favreau,nm0269463,tt1228705
Iron Man,https://www.imdb.com/title/tt0371746/?ref_=nm_flmg_dr_18,2008,,Jon Favreau,nm0269463,tt0371746
In Case of Emergency,https://www.imdb.com/title/tt0491296/?ref_=nm_flmg_dr_19,2007,(TV Series) (1 episode) - Pilot (),Jon Favreau,nm0269463,tt0491296
Zathura,https://www.imdb.com/title/tt13057454/?ref_=nm_flmg_dr_20,2005,(Video Game),Jon Favreau,nm0269463,tt13057454
Zathura: A Space Adventure,https://www.imdb.com/title/tt0406375/?ref_=nm_flmg_dr_21,2005,,Jon Favreau,nm0269463,tt0406375
Life on Parole,https://www.imdb.com/title/tt0314317/?ref_=nm_flmg_dr_22,2003,(TV Movie),Jon Favreau,nm0269463,tt0314317
Elf,https://www.imdb.com/title/tt0319343/?ref_=nm_flmg_dr_23,2003,,Jon Favreau,nm0269463,tt0319343
Undeclared,https://www.imdb.com/title/tt0273028/?ref_=nm_flmg_dr_24,2002,(TV Series) (1 episode) - Eric's POV (),Jon Favreau,nm0269463,tt0273028
Made,https://www.imdb.com/title/tt0227005/?ref_=nm_flmg_dr_25,2001,,Jon Favreau,nm0269463,tt0227005
Smog,https://www.imdb.com/title/tt0218609/?ref_=nm_flmg_dr_26,1999,(TV Movie),Jon Favreau,nm0269463,tt0218609
"Bad Cop, Bad Cop",https://www.imdb.com/title/tt1182606/?ref_=nm_flmg_dr_27,1998,(TV Movie),Jon Favreau,nm0269463,tt1182606
The Killer,https://www.imdb.com/title/tt1136617/?ref_=nm_flmg_dr_1,2023,,David Fincher,nm0000399,tt1136617
"Love, Death & Robots",https://www.imdb.com/title/tt9561862/?ref_=nm_flmg_dr_2,2022,(TV Series short) (1 episode) - Bad Travelling () ... (directed by),David Fincher,nm0000399,tt9561862
Mank,https://www.imdb.com/title/tt10618286/?ref_=nm_flmg_dr_3,2020,,David Fincher,nm0000399,tt10618286
Mindhunter,https://www.imdb.com/title/tt5290382/?ref_=nm_flmg_dr_4,2017-2019,(TV Series) (7 episodes) - Episode #2.3 (2019) - Episode #2.2 (2019) - Episode #2.1 (2019) - Episode #1.9 (2017) - Episode #1.10 (2017) - Episode #1.2 (2017) - Episode #1.1 (2017),David Fincher,nm0000399,tt5290382
Gone Girl,https://www.imdb.com/title/tt2267998/?ref_=nm_flmg_dr_5,2014,,David Fincher,nm0000399,tt2267998
Calvin Klein: Downtown,https://www.imdb.com/title/tt6928750/?ref_=nm_flmg_dr_6,2013,(Short),David Fincher,nm0000399,tt6928750
Justin Timberlake feat. Jay-Z: Suit & Tie,https://www.imdb.com/title/tt3391114/?ref_=nm_flmg_dr_7,2013,(Music Video short),David Fincher,nm0000399,tt3391114
House of Cards,https://www.imdb.com/title/tt1856010/?ref_=nm_flmg_dr_8,2013,(TV Series) (2 episodes) - Chapter 2 () - Chapter 1 (),David Fincher,nm0000399,tt1856010
Karen O & Trent Reznor & Atticus Ross: Immigrant Song,https://www.imdb.com/title/tt11575724/?ref_=nm_flmg_dr_9,2011,(Music Video short),David Fincher,nm0000399,tt11575724
The Girl with the Dragon Tattoo,https://www.imdb.com/title/tt1568346/?ref_=nm_flmg_dr_10,2011,,David Fincher,nm0000399,tt1568346
The Social Network,https://www.imdb.com/title/tt1285016/?ref_=nm_flmg_dr_11,2010,,David Fincher,nm0000399,tt1285016
Madonna: Celebration - The Video Collection,https://www.imdb.com/title/tt2866056/?ref_=nm_flmg_dr_12,2009,"(Video) (videos ""Express Yourself"", ""Vogue"")",David Fincher,nm0000399,tt2866056
The Curious Case of Benjamin Button,https://www.imdb.com/title/tt0421715/?ref_=nm_flmg_dr_13,2008,,David Fincher,nm0000399,tt0421715
Zodiac,https://www.imdb.com/title/tt0443706/?ref_=nm_flmg_dr_14,2007,,David Fincher,nm0000399,tt0443706
George Michael: Twenty Five,https://www.imdb.com/title/tt1100093/?ref_=nm_flmg_dr_15,2006,"(Video) (video "": ""Freedom '90"")",David Fincher,nm0000399,tt1100093
Nine Inch Nails: Only,https://www.imdb.com/title/tt6663696/?ref_=nm_flmg_dr_16,2005,(Music Video short),David Fincher,nm0000399,tt6663696
Video Hits: Paula Abdul,https://www.imdb.com/title/tt0474989/?ref_=nm_flmg_dr_17,2005,"(Video short) (videos ""Straight Up"", ""Forever Your Girl"", ""Cold Hearted"")",David Fincher,nm0000399,tt0474989
Beer Run,https://www.imdb.com/title/tt11084704/?ref_=nm_flmg_dr_18,2005,(Short),David Fincher,nm0000399,tt11084704
Hewlett Packard: Constant Change,https://www.imdb.com/title/tt10882824/?ref_=nm_flmg_dr_19,2004,(Video short),David Fincher,nm0000399,tt10882824
Panic Room,https://www.imdb.com/title/tt0258000/?ref_=nm_flmg_dr_20,2002,,David Fincher,nm0000399,tt0258000
A Perfect Circle: Judith,https://www.imdb.com/title/tt6663678/?ref_=nm_flmg_dr_21,2000,(Music Video short),David Fincher,nm0000399,tt6663678
Madonna: The Video Collection 93:99,https://www.imdb.com/title/tt0245247/?ref_=nm_flmg_dr_22,1999,"(Video) (video ""Bad Girl"")",David Fincher,nm0000399,tt0245247
Fight Club,https://www.imdb.com/title/tt0137523/?ref_=nm_flmg_dr_23,1999,(directed by),David Fincher,nm0000399,tt0137523
Ladies & Gentlemen: The Best of George Michael,https://www.imdb.com/title/tt0230239/?ref_=nm_flmg_dr_24,1999,"(Video documentary) (video ""Freedom '90"")",David Fincher,nm0000399,tt0230239
The Game,https://www.imdb.com/title/tt0119174/?ref_=nm_flmg_dr_25,1997,,David Fincher,nm0000399,tt0119174
Levi's: The Chase,https://www.imdb.com/title/tt8343928/?ref_=nm_flmg_dr_26,1996,(Video short),David Fincher,nm0000399,tt8343928
The Wallflowers: 6th Avenue Heartache,https://www.imdb.com/title/tt6663686/?ref_=nm_flmg_dr_27,1996,(Music Video short),David Fincher,nm0000399,tt6663686
Se7en,https://www.imdb.com/title/tt0114369/?ref_=nm_flmg_dr_28,1995,(directed by),David Fincher,nm0000399,tt0114369
Levi's: Restaurant,https://www.imdb.com/title/tt7462752/?ref_=nm_flmg_dr_29,1994,(Video short),David Fincher,nm0000399,tt7462752
Aerosmith: Big Ones You Can Look At,https://www.imdb.com/title/tt0109047/?ref_=nm_flmg_dr_30,1994,(Video),David Fincher,nm0000399,tt0109047
The Best of Sting: Fields of Gold 1984-1994,https://www.imdb.com/title/tt0477154/?ref_=nm_flmg_dr_31,1994,"(Video) (video ""Englishman In New York"")",David Fincher,nm0000399,tt0477154
The Rolling Stones: Love Is Strong,https://www.imdb.com/title/tt6663662/?ref_=nm_flmg_dr_32,1994,(Music Video short),David Fincher,nm0000399,tt6663662
Dangerous: The Short Films,https://www.imdb.com/title/tt0317313/?ref_=nm_flmg_dr_33,1993,"(Video) (video ""Who Is It"")",David Fincher,nm0000399,tt0317313
Coca-Cola: Blade Roller,https://www.imdb.com/title/tt7462644/?ref_=nm_flmg_dr_34,1993,(Video short),David Fincher,nm0000399,tt7462644
Michael Jackson: Who Is It,https://www.imdb.com/title/tt6663648/?ref_=nm_flmg_dr_35,1993,(Music Video short),David Fincher,nm0000399,tt6663648
Madonna: Bad Girl,https://www.imdb.com/title/tt6663626/?ref_=nm_flmg_dr_36,1993,(Music Video),David Fincher,nm0000399,tt6663626
Nike: Instant Karma,https://www.imdb.com/title/tt7462652/?ref_=nm_flmg_dr_37,1992,(Video short),David Fincher,nm0000399,tt7462652
Alien³,https://www.imdb.com/title/tt0103644/?ref_=nm_flmg_dr_38,1992,,David Fincher,nm0000399,tt0103644
George Michael: Freedom! '90,https://www.imdb.com/title/tt6656616/?ref_=nm_flmg_dr_39,1990,(Music Video short),David Fincher,nm0000399,tt6656616
Madonna: The Immaculate Collection,https://www.imdb.com/title/tt0500162/?ref_=nm_flmg_dr_40,1990,"(Video) (videos ""Express Yourself"", ""Oh Father"", ""Vogue"")",David Fincher,nm0000399,tt0500162
Wire Train: Should She Cry,https://www.imdb.com/title/tt6663588/?ref_=nm_flmg_dr_41,1990,(Music Video short),David Fincher,nm0000399,tt6663588
Billy Idol: L.A. Woman,https://www.imdb.com/title/tt6663558/?ref_=nm_flmg_dr_42,1990,(Music Video short),David Fincher,nm0000399,tt6663558
Iggy Pop: Home,https://www.imdb.com/title/tt6663570/?ref_=nm_flmg_dr_43,1990,(Music Video short),David Fincher,nm0000399,tt6663570
Billy Idol: Cradle of Love,https://www.imdb.com/title/tt6663540/?ref_=nm_flmg_dr_44,1990,(Music Video short),David Fincher,nm0000399,tt6663540
Madonna: Vogue,https://www.imdb.com/title/tt6652338/?ref_=nm_flmg_dr_45,1990,(Music Video),David Fincher,nm0000399,tt6652338
Neneh Cherry: Heart,https://www.imdb.com/title/tt6663486/?ref_=nm_flmg_dr_46,1990,(Music Video short),David Fincher,nm0000399,tt6663486
"Paula Abdul: It's Just, the Way That You Love Me (Version 2)",https://www.imdb.com/title/tt6663240/?ref_=nm_flmg_dr_47,1989,(Music Video short),David Fincher,nm0000399,tt6663240
Aerosmith: Janie's Got a Gun,https://www.imdb.com/title/tt6663460/?ref_=nm_flmg_dr_48,1989,(Music Video),David Fincher,nm0000399,tt6663460
Madonna: Oh Father,https://www.imdb.com/title/tt6662784/?ref_=nm_flmg_dr_49,1989,(Music Video),David Fincher,nm0000399,tt6662784
Paula Abdul: Cold Hearted,https://www.imdb.com/title/tt5365006/?ref_=nm_flmg_dr_50,1989,(Music Video),David Fincher,nm0000399,tt5365006
Don Henley: The End of the Innocence,https://www.imdb.com/title/tt6663446/?ref_=nm_flmg_dr_51,1989,(Music Video),David Fincher,nm0000399,tt6663446
Paula Abdul: Forever Your Girl,https://www.imdb.com/title/tt6663286/?ref_=nm_flmg_dr_52,1989,(Music Video short),David Fincher,nm0000399,tt6663286
Madonna: Express Yourself,https://www.imdb.com/title/tt2036364/?ref_=nm_flmg_dr_53,1989,(Music Video),David Fincher,nm0000399,tt2036364
Roy Orbison: She's a Mystery to Me,https://www.imdb.com/title/tt6663370/?ref_=nm_flmg_dr_54,1989,(Music Video short),David Fincher,nm0000399,tt6663370
Gipsy Kings: Bamboléo (Mixed Version),https://www.imdb.com/title/tt6783864/?ref_=nm_flmg_dr_55,1989,(Music Video short),David Fincher,nm0000399,tt6783864
Jody Watley: Real Love,https://www.imdb.com/title/tt6663352/?ref_=nm_flmg_dr_56,1989,(Music Video short),David Fincher,nm0000399,tt6663352
Paula Abdul: Straight Up,https://www.imdb.com/title/tt6663246/?ref_=nm_flmg_dr_57,1989,(Music Video short),David Fincher,nm0000399,tt6663246
Gipsy Kings: Bamboléo (Version 2),https://www.imdb.com/title/tt6663348/?ref_=nm_flmg_dr_58,1989,(Music Video short),David Fincher,nm0000399,tt6663348
Martha Davis: Tell It to the Moon,https://www.imdb.com/title/tt10878446/?ref_=nm_flmg_dr_59,1988,(Music Video short),David Fincher,nm0000399,tt10878446
"Paula Abdul: It's Just, the Way That You Love Me (Version 1)",https://www.imdb.com/title/tt6663236/?ref_=nm_flmg_dr_60,1988,(Music Video short),David Fincher,nm0000399,tt6663236
Steve Winwood: Holding On,https://www.imdb.com/title/tt6663218/?ref_=nm_flmg_dr_61,1988,(Music Video short),David Fincher,nm0000399,tt6663218
Steve Winwood: Roll with It,https://www.imdb.com/title/tt6663208/?ref_=nm_flmg_dr_62,1988,(Music Video short),David Fincher,nm0000399,tt6663208
