title,uri,year,note,director_name,director_id,title_ids
To Each His Own Cinema,https://www.imdb.com/title/tt0973844/?ref_=nm_flmg_dr_11,2007,"(segment ""At the Suicide of the Last Jew in the World in the Last Cinema in the World"")",David Cronenberg,nm0000343,tt0973844
A History of Violence: Deleted Scene - Scene 44,https://www.imdb.com/title/tt21806974/?ref_=nm_flmg_dr_12,2006,(Video short),David Cronenberg,nm0000343,tt21806974
A History of Violence,https://www.imdb.com/title/tt0399146/?ref_=nm_flmg_dr_13,2005,,David Cronenberg,nm0000343,tt0399146
Spider,https://www.imdb.com/title/tt0278731/?ref_=nm_flmg_dr_14,2002,,David Cronenberg,nm0000343,tt0278731
Short6,https://www.imdb.com/title/tt1612776/?ref_=nm_flmg_dr_15,2001,"(segment ""Camera"")",David Cronenberg,nm0000343,tt1612776
Camera,https://www.imdb.com/title/tt0260776/?ref_=nm_flmg_dr_16,2000/III,(Short),David Cronenberg,nm0000343,tt0260776
eXistenZ,https://www.imdb.com/title/tt0120907/?ref_=nm_flmg_dr_17,1999,,David Cronenberg,nm0000343,tt0120907
Crash,https://www.imdb.com/title/tt0115964/?ref_=nm_flmg_dr_18,1996,,David Cronenberg,nm0000343,tt0115964
M. Butterfly,https://www.imdb.com/title/tt0107468/?ref_=nm_flmg_dr_19,1993,,David Cronenberg,nm0000343,tt0107468
Naked Lunch,https://www.imdb.com/title/tt0102511/?ref_=nm_flmg_dr_20,1991,,David Cronenberg,nm0000343,tt0102511
Scales of Justice,https://www.imdb.com/title/tt0180977/?ref_=nm_flmg_dr_21,1990-1991,(TV Series) (2 episodes) - Regina vs Horvath (1991) - Regina vs Logan (1990),David Cronenberg,nm0000343,tt0180977
Dead Ringers,https://www.imdb.com/title/tt0094964/?ref_=nm_flmg_dr_22,1988,,David Cronenberg,nm0000343,tt0094964
Friday the 13th: The Series,https://www.imdb.com/title/tt0092357/?ref_=nm_flmg_dr_23,1988,(TV Series) (1 episode) - Faith Healer (),David Cronenberg,nm0000343,tt0092357
The Fly,https://www.imdb.com/title/tt0091064/?ref_=nm_flmg_dr_24,1986,(directed by),David Cronenberg,nm0000343,tt0091064
The Dead Zone,https://www.imdb.com/title/tt0085407/?ref_=nm_flmg_dr_25,1983,(directed by),David Cronenberg,nm0000343,tt0085407
Videodrome,https://www.imdb.com/title/tt0086541/?ref_=nm_flmg_dr_26,1983,(directed by),David Cronenberg,nm0000343,tt0086541
Scanners,https://www.imdb.com/title/tt0081455/?ref_=nm_flmg_dr_27,1981,,David Cronenberg,nm0000343,tt0081455
The Brood,https://www.imdb.com/title/tt0078908/?ref_=nm_flmg_dr_28,1979,,David Cronenberg,nm0000343,tt0078908
Fast Company,https://www.imdb.com/title/tt0079138/?ref_=nm_flmg_dr_29,1979,(directed by),David Cronenberg,nm0000343,tt0079138
Canadian Reflections,https://www.imdb.com/title/tt8242172/?ref_=nm_flmg_dr_30,1978,(TV Series short),David Cronenberg,nm0000343,tt8242172
Rabid,https://www.imdb.com/title/tt0076590/?ref_=nm_flmg_dr_31,1977,,David Cronenberg,nm0000343,tt0076590
Teleplay,https://www.imdb.com/title/tt0250924/?ref_=nm_flmg_dr_32,1976,(TV Series) (1 episode) - The Italian Machine (),David Cronenberg,nm0000343,tt0250924
Peep Show,https://www.imdb.com/title/tt0250905/?ref_=nm_flmg_dr_33,1976,(TV Series) (2 episodes) - The Lie Chair () - The Victim (),David Cronenberg,nm0000343,tt0250905
Shivers,https://www.imdb.com/title/tt0073705/?ref_=nm_flmg_dr_34,1975,,David Cronenberg,nm0000343,tt0073705
Don Valley,https://www.imdb.com/title/tt0249479/?ref_=nm_flmg_dr_35,1972,(TV Movie),David Cronenberg,nm0000343,tt0249479
Fort York,https://www.imdb.com/title/tt0249519/?ref_=nm_flmg_dr_36,1972,(TV Movie),David Cronenberg,nm0000343,tt0249519
In the Dirt,https://www.imdb.com/title/tt0249595/?ref_=nm_flmg_dr_37,1972,(TV Movie),David Cronenberg,nm0000343,tt0249595
Lakeshore,https://www.imdb.com/title/tt0249678/?ref_=nm_flmg_dr_38,1972,(TV Movie),David Cronenberg,nm0000343,tt0249678
Scarborough Bluffs,https://www.imdb.com/title/tt0249941/?ref_=nm_flmg_dr_39,1972,(TV Movie),David Cronenberg,nm0000343,tt0249941
Winter Garden,https://www.imdb.com/title/tt0250117/?ref_=nm_flmg_dr_40,1972,(TV Movie),David Cronenberg,nm0000343,tt0250117
Programme X,https://www.imdb.com/title/tt0246383/?ref_=nm_flmg_dr_41,1972,(TV Series) (1 episode) - Secret Weapons (),David Cronenberg,nm0000343,tt0246383
Jim Ritchie Sculptor,https://www.imdb.com/title/tt0067273/?ref_=nm_flmg_dr_42,1971,(TV Movie documentary),David Cronenberg,nm0000343,tt0067273
Letter from Michelangelo,https://www.imdb.com/title/tt0249707/?ref_=nm_flmg_dr_43,1971,(TV Movie documentary),David Cronenberg,nm0000343,tt0249707
Tourettes,https://www.imdb.com/title/tt0250055/?ref_=nm_flmg_dr_44,1971,(TV Movie documentary),David Cronenberg,nm0000343,tt0250055
Crimes of the Future,https://www.imdb.com/title/tt0065591/?ref_=nm_flmg_dr_45,1970,,David Cronenberg,nm0000343,tt0065591
Stereo,https://www.imdb.com/title/tt0065036/?ref_=nm_flmg_dr_46,1969,,David Cronenberg,nm0000343,tt0065036
From the Drain,https://www.imdb.com/title/tt0061687/?ref_=nm_flmg_dr_47,1967,(Short),David Cronenberg,nm0000343,tt0061687
Transfer,https://www.imdb.com/title/tt0061114/?ref_=nm_flmg_dr_48,1966,(Short),David Cronenberg,nm0000343,tt0061114
Roadies,https://www.imdb.com/title/tt4270458/?ref_=nm_flmg_dr_1,2016,(TV Series) (4 episodes) - The Load Out () - The Bryce Newman Letter () - What Would Phil Do? () - Life Is a Carnival (),Cameron Crowe,nm0001081,tt4270458
Aloha,https://www.imdb.com/title/tt1243974/?ref_=nm_flmg_dr_2,2015/I,,Cameron Crowe,nm0001081,tt1243974
We Bought a Zoo,https://www.imdb.com/title/tt1389137/?ref_=nm_flmg_dr_3,2011,,Cameron Crowe,nm0001081,tt1389137
Pearl Jam Twenty,https://www.imdb.com/title/tt1417592/?ref_=nm_flmg_dr_4,2011,(Documentary),Cameron Crowe,nm0001081,tt1417592
The Union,https://www.imdb.com/title/tt1854364/?ref_=nm_flmg_dr_5,2011,(Documentary),Cameron Crowe,nm0001081,tt1854364
Elizabethtown,https://www.imdb.com/title/tt0368709/?ref_=nm_flmg_dr_6,2005,,Cameron Crowe,nm0001081,tt0368709
Vanilla Sky,https://www.imdb.com/title/tt0259711/?ref_=nm_flmg_dr_7,2001,,Cameron Crowe,nm0001081,tt0259711
Almost Famous,https://www.imdb.com/title/tt0181875/?ref_=nm_flmg_dr_8,2000,,Cameron Crowe,nm0001081,tt0181875
Alice in Chains: Music Bank - The Videos,https://www.imdb.com/title/tt0449812/?ref_=nm_flmg_dr_9,1999,"(Video) (video ""Would?"")",Cameron Crowe,nm0001081,tt0449812
Jerry Maguire,https://www.imdb.com/title/tt0116695/?ref_=nm_flmg_dr_10,1996,,Cameron Crowe,nm0001081,tt0116695
Tom Petty and the Heartbreakers: Playback,https://www.imdb.com/title/tt0250049/?ref_=nm_flmg_dr_11,1995,"(Video documentary) (video ""Change of Heart"")",Cameron Crowe,nm0001081,tt0250049
Singles,https://www.imdb.com/title/tt0105415/?ref_=nm_flmg_dr_12,1992,,Cameron Crowe,nm0001081,tt0105415
Paul Westerberg: Dyslexic Heart,https://www.imdb.com/title/tt7103414/?ref_=nm_flmg_dr_13,1992,(Music Video),Cameron Crowe,nm0001081,tt7103414
Say Anything,https://www.imdb.com/title/tt0098258/?ref_=nm_flmg_dr_14,1989,,Cameron Crowe,nm0001081,tt0098258
Ascension,https://www.imdb.com/title/tt7529004/?ref_=nm_flmg_dr_1,,(TV Series) (announced),Alfonso Cuarón,nm0190859,tt7529004
Jane,https://www.imdb.com/title/tt21391798/?ref_=nm_flmg_dr_2,,(Documentary) (pre-production),Alfonso Cuarón,nm0190859,tt21391798
Disclaimer,https://www.imdb.com/title/tt16294384/?ref_=nm_flmg_dr_3,2024,(TV Mini Series) (7 episodes) (post-production) - Episode #1.7 () - Episode #1.6 () - Episode #1.5 () - Episode #1.4 () - Episode #1.3 () - Episode #1.1 () - Episode #1.2 (),Alfonso Cuarón,nm0190859,tt16294384
Roma,https://www.imdb.com/title/tt6155172/?ref_=nm_flmg_dr_4,2018,,Alfonso Cuarón,nm0190859,tt6155172
Believe,https://www.imdb.com/title/tt2592094/?ref_=nm_flmg_dr_5,2014,(TV Series) (1 episode) - Pilot (),Alfonso Cuarón,nm0190859,tt2592094
Gravity,https://www.imdb.com/title/tt1454468/?ref_=nm_flmg_dr_6,2013,,Alfonso Cuarón,nm0190859,tt1454468
I Am Autism,https://www.imdb.com/title/tt12573166/?ref_=nm_flmg_dr_7,2009,(Short),Alfonso Cuarón,nm0190859,tt12573166
The Possibility of Hope,https://www.imdb.com/title/tt0974618/?ref_=nm_flmg_dr_8,2007,(Video documentary short),Alfonso Cuarón,nm0190859,tt0974618
Children of Men,https://www.imdb.com/title/tt0206634/?ref_=nm_flmg_dr_9,2006,,Alfonso Cuarón,nm0190859,tt0206634
"Paris, I Love You",https://www.imdb.com/title/tt0401711/?ref_=nm_flmg_dr_10,2006,"(segment ""Parc Monceau"", as Alfonso Cuaron)",Alfonso Cuarón,nm0190859,tt0401711
Harry Potter and the Prisoner of Azkaban,https://www.imdb.com/title/tt0304141/?ref_=nm_flmg_dr_11,2004,,Alfonso Cuarón,nm0190859,tt0304141
And Your Mother Too,https://www.imdb.com/title/tt0245574/?ref_=nm_flmg_dr_12,2001,,Alfonso Cuarón,nm0190859,tt0245574
Great Expectations,https://www.imdb.com/title/tt0119223/?ref_=nm_flmg_dr_13,1998,,Alfonso Cuarón,nm0190859,tt0119223
A Little Princess,https://www.imdb.com/title/tt0113670/?ref_=nm_flmg_dr_14,1995,(directed by),Alfonso Cuarón,nm0190859,tt0113670
Fallen Angels,https://www.imdb.com/title/tt0105994/?ref_=nm_flmg_dr_15,1993,"(TV Series) (1 episode) - Murder, Obliquely () ... (as Alfonso Cuaron)",Alfonso Cuarón,nm0190859,tt0105994
Love in the Time of Hysteria,https://www.imdb.com/title/tt0102958/?ref_=nm_flmg_dr_16,1991,,Alfonso Cuarón,nm0190859,tt0102958
Hora marcada,https://www.imdb.com/title/tt0287856/?ref_=nm_flmg_dr_17,1989-1990,(TV Series) (6 episodes) - No retornable (1990) - De Ogros (1990) - Ángel Pérez (1990) - Zangamanga (1990) - No estoy jugando (1989) - A veces regresan (1989),Alfonso Cuarón,nm0190859,tt0287856
Cuarteto para el fin del tiempo,https://www.imdb.com/title/tt0350746/?ref_=nm_flmg_dr_18,1983,(Short) (as Alfonso Cuarón Orozco),Alfonso Cuarón,nm0190859,tt0350746
Vengeance Is Mine,https://www.imdb.com/title/tt0996539/?ref_=nm_flmg_dr_19,1983,(Short),Alfonso Cuarón,nm0190859,tt0996539
Who's He Anyway,https://www.imdb.com/title/tt0448176/?ref_=nm_flmg_dr_20,1983,(Short),Alfonso Cuarón,nm0190859,tt0448176
Terms of Endearment,https://www.imdb.com/title/tt6517788/?ref_=nm_flmg_dr_1,,(announced),Lee Daniels,nm0200005,tt6517788
The Deliverance,https://www.imdb.com/title/tt4196566/?ref_=nm_flmg_dr_2,,(post-production),Lee Daniels,nm0200005,tt4196566
Sammy,https://www.imdb.com/title/tt10516704/?ref_=nm_flmg_dr_3,,(TV Mini Series) (2 episodes) (announced) - Episode #1.2 - Episode #1.1,Lee Daniels,nm0200005,tt10516704
The United States vs. Billie Holiday,https://www.imdb.com/title/tt8521718/?ref_=nm_flmg_dr_4,2021,(directed by),Lee Daniels,nm0200005,tt8521718
Good People,https://www.imdb.com/title/tt9099984/?ref_=nm_flmg_dr_5,2020,(TV Movie),Lee Daniels,nm0200005,tt9099984
Star,https://www.imdb.com/title/tt4941240/?ref_=nm_flmg_dr_6,2016-2017,(TV Series) (3 episodes) - The Winner Takes It All (2017) - The Devil You Know (2017) - Pilot (2016),Lee Daniels,nm0200005,tt4941240
Empire,https://www.imdb.com/title/tt3228904/?ref_=nm_flmg_dr_7,2015,(TV Series) (3 episodes) - The Devils Are Here () - The Outspoken King () - Pilot (),Lee Daniels,nm0200005,tt3228904
The Butler,https://www.imdb.com/title/tt1327773/?ref_=nm_flmg_dr_8,2013/I,(directed by),Lee Daniels,nm0200005,tt1327773
The Paperboy,https://www.imdb.com/title/tt1496422/?ref_=nm_flmg_dr_9,2012,,Lee Daniels,nm0200005,tt1496422
Precious,https://www.imdb.com/title/tt0929632/?ref_=nm_flmg_dr_10,2009/II,,Lee Daniels,nm0200005,tt0929632
Shadowboxer,https://www.imdb.com/title/tt0396857/?ref_=nm_flmg_dr_11,2005,,Lee Daniels,nm0200005,tt0396857
Catch and Kill,https://www.imdb.com/title/tt8510036/?ref_=nm_flmg_dr_1,,(announced),Brian De Palma,nm0000361,tt8510036
Sweet Vengeance,https://www.imdb.com/title/tt8677162/?ref_=nm_flmg_dr_2,,(pre-production),Brian De Palma,nm0000361,tt8677162
Domino,https://www.imdb.com/title/tt3282076/?ref_=nm_flmg_dr_3,2019/I,,Brian De Palma,nm0000361,tt3282076
Passion,https://www.imdb.com/title/tt1829012/?ref_=nm_flmg_dr_4,2012,,Brian De Palma,nm0000361,tt1829012
Redacted,https://www.imdb.com/title/tt0937237/?ref_=nm_flmg_dr_5,2007,,Brian De Palma,nm0000361,tt0937237
The Black Dahlia,https://www.imdb.com/title/tt0387877/?ref_=nm_flmg_dr_6,2006,,Brian De Palma,nm0000361,tt0387877
Femme Fatale,https://www.imdb.com/title/tt0280665/?ref_=nm_flmg_dr_7,2002,,Brian De Palma,nm0000361,tt0280665
Bruce Springsteen: The Complete Video Anthology 1978-2000,https://www.imdb.com/title/tt0363491/?ref_=nm_flmg_dr_8,2001,"(Video documentary) (video ""Dancing in the Dark"")",Brian De Palma,nm0000361,tt0363491
Mission to Mars,https://www.imdb.com/title/tt0183523/?ref_=nm_flmg_dr_9,2000,,Brian De Palma,nm0000361,tt0183523
Snake Eyes,https://www.imdb.com/title/tt0120832/?ref_=nm_flmg_dr_10,1998,,Brian De Palma,nm0000361,tt0120832
Mission: Impossible,https://www.imdb.com/title/tt0117060/?ref_=nm_flmg_dr_11,1996,,Brian De Palma,nm0000361,tt0117060
Carlito's Way,https://www.imdb.com/title/tt0106519/?ref_=nm_flmg_dr_12,1993,(directed by),Brian De Palma,nm0000361,tt0106519
Raising Cain,https://www.imdb.com/title/tt0105217/?ref_=nm_flmg_dr_13,1992,,Brian De Palma,nm0000361,tt0105217
The Bonfire of the Vanities,https://www.imdb.com/title/tt0099165/?ref_=nm_flmg_dr_14,1990,,Brian De Palma,nm0000361,tt0099165
Casualties of War,https://www.imdb.com/title/tt0097027/?ref_=nm_flmg_dr_15,1989,,Brian De Palma,nm0000361,tt0097027
Bruce Springsteen: Video Anthology 1978-1988,https://www.imdb.com/title/tt0096987/?ref_=nm_flmg_dr_16,1989,"(Video documentary) (video ""Dancing in the Dark"")",Brian De Palma,nm0000361,tt0096987
The Untouchables,https://www.imdb.com/title/tt0094226/?ref_=nm_flmg_dr_17,1987,,Brian De Palma,nm0000361,tt0094226
Bob Seger & The Silver Bullet Band: American Storm,https://www.imdb.com/title/tt26689923/?ref_=nm_flmg_dr_18,1986,(Music Video),Brian De Palma,nm0000361,tt26689923
Wise Guys,https://www.imdb.com/title/tt0092226/?ref_=nm_flmg_dr_19,1986,,Brian De Palma,nm0000361,tt0092226
Bruce Springsteen: Dancing in the Dark,https://www.imdb.com/title/tt4664524/?ref_=nm_flmg_dr_20,1984,(Music Video short),Brian De Palma,nm0000361,tt4664524
Frankie Goes to Hollywood: Relax (Body Double Version),https://www.imdb.com/title/tt6780852/?ref_=nm_flmg_dr_21,1984,(Music Video short),Brian De Palma,nm0000361,tt6780852
Body Double,https://www.imdb.com/title/tt0086984/?ref_=nm_flmg_dr_22,1984,,Brian De Palma,nm0000361,tt0086984
Scarface,https://www.imdb.com/title/tt0086250/?ref_=nm_flmg_dr_23,1983,(directed by),Brian De Palma,nm0000361,tt0086250
Blow Out,https://www.imdb.com/title/tt0082085/?ref_=nm_flmg_dr_24,1981,,Brian De Palma,nm0000361,tt0082085
Dressed to Kill,https://www.imdb.com/title/tt0080661/?ref_=nm_flmg_dr_25,1980,,Brian De Palma,nm0000361,tt0080661
Home Movies,https://www.imdb.com/title/tt0079302/?ref_=nm_flmg_dr_26,1979,,Brian De Palma,nm0000361,tt0079302
The Fury,https://www.imdb.com/title/tt0077588/?ref_=nm_flmg_dr_27,1978,,Brian De Palma,nm0000361,tt0077588
Carrie,https://www.imdb.com/title/tt0074285/?ref_=nm_flmg_dr_28,1976,,Brian De Palma,nm0000361,tt0074285
Obsession,https://www.imdb.com/title/tt0074991/?ref_=nm_flmg_dr_29,1976,(directed by),Brian De Palma,nm0000361,tt0074991
Phantom of the Paradise,https://www.imdb.com/title/tt0071994/?ref_=nm_flmg_dr_30,1974,,Brian De Palma,nm0000361,tt0071994
Sisters,https://www.imdb.com/title/tt0070698/?ref_=nm_flmg_dr_31,1972,,Brian De Palma,nm0000361,tt0070698
Get to Know Your Rabbit,https://www.imdb.com/title/tt0068637/?ref_=nm_flmg_dr_32,1972,,Brian De Palma,nm0000361,tt0068637
"Hi, Mom!",https://www.imdb.com/title/tt0065836/?ref_=nm_flmg_dr_33,1970,,Brian De Palma,nm0000361,tt0065836
Dionysus in '69,https://www.imdb.com/title/tt0065641/?ref_=nm_flmg_dr_34,1970,,Brian De Palma,nm0000361,tt0065641
To Bridge This Gap,https://www.imdb.com/title/tt0256660/?ref_=nm_flmg_dr_35,1969,(Documentary short),Brian De Palma,nm0000361,tt0256660
The Wedding Party,https://www.imdb.com/title/tt0065198/?ref_=nm_flmg_dr_36,1969,(a film by),Brian De Palma,nm0000361,tt0065198
Greetings,https://www.imdb.com/title/tt0063036/?ref_=nm_flmg_dr_37,1968,,Brian De Palma,nm0000361,tt0063036
Murder à la Mod,https://www.imdb.com/title/tt0163114/?ref_=nm_flmg_dr_38,1968,,Brian De Palma,nm0000361,tt0163114
Show Me a Strong Town and I'll Show You a Strong Bank,https://www.imdb.com/title/tt0257179/?ref_=nm_flmg_dr_39,1966,(Documentary short),Brian De Palma,nm0000361,tt0257179
The Responsive Eye,https://www.imdb.com/title/tt0257035/?ref_=nm_flmg_dr_40,1966,(Documentary short),Brian De Palma,nm0000361,tt0257035
Jennifer,https://www.imdb.com/title/tt0256843/?ref_=nm_flmg_dr_41,1964,(Short),Brian De Palma,nm0000361,tt0256843
Woton's Wake,https://www.imdb.com/title/tt0257277/?ref_=nm_flmg_dr_42,1963,(Short),Brian De Palma,nm0000361,tt0257277
660124: The Story of an IBM Card,https://www.imdb.com/title/tt0256580/?ref_=nm_flmg_dr_43,1961,(Short),Brian De Palma,nm0000361,tt0256580
Icarus,https://www.imdb.com/title/tt0256826/?ref_=nm_flmg_dr_44,1960,(Short),Brian De Palma,nm0000361,tt0256826
Untitled Michael Mann/George Miller/Ridley Scott Documentary,https://www.imdb.com/title/tt7520476/?ref_=nm_flmg_dr_1,,(Documentary) (announced),Guillermo del Toro,nm0868219,tt7520476
The Buried Giant,https://www.imdb.com/title/tt26543002/?ref_=nm_flmg_dr_2,,(pre-production),Guillermo del Toro,nm0868219,tt26543002
Frankenstein,https://www.imdb.com/title/tt1312221/?ref_=nm_flmg_dr_3,,(filming),Guillermo del Toro,nm0868219,tt1312221
Guillermo del Toro's Pinocchio,https://www.imdb.com/title/tt1488589/?ref_=nm_flmg_dr_4,2022,,Guillermo del Toro,nm0868219,tt1488589
Nightmare Alley,https://www.imdb.com/title/tt7740496/?ref_=nm_flmg_dr_5,2021,,Guillermo del Toro,nm0868219,tt7740496
3Below: Tales of Arcadia,https://www.imdb.com/title/tt7736544/?ref_=nm_flmg_dr_6,2018,(TV Series) (2 episodes) - Terra Incognita Part Two () - Terra Incognita Part One (),Guillermo del Toro,nm0868219,tt7736544
Trollhunters: Tales of Arcadia,https://www.imdb.com/title/tt1734135/?ref_=nm_flmg_dr_7,2016-2018,(TV Series) (4 episodes) - The Eternal Knight Part 2 (2018) - The Eternal Knight Part 1 (2018) - Becoming: Part 2 (2016) - Becoming: Part 1 (2016),Guillermo del Toro,nm0868219,tt1734135
The Shape of Water,https://www.imdb.com/title/tt5580390/?ref_=nm_flmg_dr_8,2017,,Guillermo del Toro,nm0868219,tt5580390
Crimson Peak,https://www.imdb.com/title/tt2554274/?ref_=nm_flmg_dr_9,2015,,Guillermo del Toro,nm0868219,tt2554274
The Strain,https://www.imdb.com/title/tt2654620/?ref_=nm_flmg_dr_10,2014-2015,"(TV Series) (2 episodes) - BK, NY (2015) ... (prologue) - Night Zero (2014)",Guillermo del Toro,nm0868219,tt2654620
P.T.,https://www.imdb.com/title/tt3291104/?ref_=nm_flmg_dr_11,2014,(Video Game),Guillermo del Toro,nm0868219,tt3291104
Pacific Rim: Jaeger Pilot Oculus Rift Experience,https://www.imdb.com/title/tt4791712/?ref_=nm_flmg_dr_12,2014,(Video Game),Guillermo del Toro,nm0868219,tt4791712
The Simpsons,https://www.imdb.com/title/tt0096697/?ref_=nm_flmg_dr_13,2013,"(TV Series) (1 episode) - Treehouse of Horror XXIV () ... (segment ""opening credits"", as Guillo Tine Del Toro)",Guillermo del Toro,nm0868219,tt0096697
Pacific Rim,https://www.imdb.com/title/tt1663662/?ref_=nm_flmg_dr_14,2013,(directed by),Guillermo del Toro,nm0868219,tt1663662
Hellboy II: The Golden Army,https://www.imdb.com/title/tt0411477/?ref_=nm_flmg_dr_15,2008,,Guillermo del Toro,nm0868219,tt0411477
Pan's Labyrinth,https://www.imdb.com/title/tt0457430/?ref_=nm_flmg_dr_16,2006,,Guillermo del Toro,nm0868219,tt0457430
Hellboy,https://www.imdb.com/title/tt0167190/?ref_=nm_flmg_dr_17,2004,,Guillermo del Toro,nm0868219,tt0167190
Blade II,https://www.imdb.com/title/tt0187738/?ref_=nm_flmg_dr_18,2002,,Guillermo del Toro,nm0868219,tt0187738
The Devil's Backbone,https://www.imdb.com/title/tt0256009/?ref_=nm_flmg_dr_19,2001,,Guillermo del Toro,nm0868219,tt0256009
Mimic,https://www.imdb.com/title/tt0119675/?ref_=nm_flmg_dr_20,1997,,Guillermo del Toro,nm0868219,tt0119675
Cronos,https://www.imdb.com/title/tt0104029/?ref_=nm_flmg_dr_21,1992,,Guillermo del Toro,nm0868219,tt0104029
Hora marcada,https://www.imdb.com/title/tt0287856/?ref_=nm_flmg_dr_22,1988,(TV Series) (3 episodes) - Invasión () - Con todo para llevar () - Caminos de Ayer (),Guillermo del Toro,nm0868219,tt0287856
Geometria,https://www.imdb.com/title/tt0369452/?ref_=nm_flmg_dr_23,1987,(Short),Guillermo del Toro,nm0868219,tt0369452
Doña Lupe,https://www.imdb.com/title/tt0352307/?ref_=nm_flmg_dr_24,1986,(Short),Guillermo del Toro,nm0868219,tt0352307
Origin,https://www.imdb.com/title/tt13321244/?ref_=nm_flmg_dr_1,2023,,Ava DuVernay,nm1148550,tt13321244
Queen Sugar,https://www.imdb.com/title/tt4419214/?ref_=nm_flmg_dr_2,2016-2022,(TV Series) (3 episodes) - For They Existed (2022) - Evergreen (2016) - First Things First (2016),Ava DuVernay,nm1148550,tt4419214
One Perfect Shot,https://www.imdb.com/title/tt19026978/?ref_=nm_flmg_dr_3,2022,(TV Mini Series documentary),Ava DuVernay,nm1148550,tt19026978
DMZ,https://www.imdb.com/title/tt11057226/?ref_=nm_flmg_dr_4,2022,(TV Mini Series) (1 episode) - Good Luck (),Ava DuVernay,nm1148550,tt11057226
Colin in Black & White,https://www.imdb.com/title/tt12624928/?ref_=nm_flmg_dr_5,2021,(TV Mini Series) (1 episode) - Cornrows (),Ava DuVernay,nm1148550,tt12624928
When They See Us,https://www.imdb.com/title/tt7137906/?ref_=nm_flmg_dr_6,2019,(TV Mini Series) (4 episodes) - Part Four () - Part Three () - Part Two () - Part One (),Ava DuVernay,nm1148550,tt7137906
A Wrinkle in Time,https://www.imdb.com/title/tt1620680/?ref_=nm_flmg_dr_7,2018,(directed by),Ava DuVernay,nm1148550,tt1620680
Jay-Z feat. Beyoncé: Family Feud,https://www.imdb.com/title/tt7831044/?ref_=nm_flmg_dr_8,2017,(Music Video short),Ava DuVernay,nm1148550,tt7831044
13th,https://www.imdb.com/title/tt5895028/?ref_=nm_flmg_dr_9,2016,(Documentary),Ava DuVernay,nm1148550,tt5895028
August 28th,https://www.imdb.com/title/tt7308720/?ref_=nm_flmg_dr_10,2016,(Documentary short),Ava DuVernay,nm1148550,tt7308720
For Justice,https://www.imdb.com/title/tt4445994/?ref_=nm_flmg_dr_11,2015,(TV Movie),Ava DuVernay,nm1148550,tt4445994
Selma,https://www.imdb.com/title/tt1020072/?ref_=nm_flmg_dr_12,2014,,Ava DuVernay,nm1148550,tt1020072
Scandal,https://www.imdb.com/title/tt1837576/?ref_=nm_flmg_dr_13,2013,"(TV Series) (1 episode) - Vermont Is for Lovers, Too ()",Ava DuVernay,nm1148550,tt1837576
Nine for IX,https://www.imdb.com/title/tt2724194/?ref_=nm_flmg_dr_14,2013,(TV Series documentary) (1 episode) - Venus vs. (),Ava DuVernay,nm1148550,tt2724194
The Door,https://www.imdb.com/title/tt3025894/?ref_=nm_flmg_dr_15,2013/VIII,(Short),Ava DuVernay,nm1148550,tt3025894
Middle of Nowhere,https://www.imdb.com/title/tt1211890/?ref_=nm_flmg_dr_16,2012,,Ava DuVernay,nm1148550,tt1211890
Essence Presents: Faith in 2010,https://www.imdb.com/title/tt1785377/?ref_=nm_flmg_dr_17,2010,(TV Movie),Ava DuVernay,nm1148550,tt1785377
I Will Follow,https://www.imdb.com/title/tt1624426/?ref_=nm_flmg_dr_18,2010,,Ava DuVernay,nm1148550,tt1624426
My Mic Sounds Nice: A Truth About Women and Hip Hop,https://www.imdb.com/title/tt1705124/?ref_=nm_flmg_dr_19,2010,(TV Movie documentary),Ava DuVernay,nm1148550,tt1705124
TV One Night Only: Live from the Essence Music Festival,https://www.imdb.com/title/tt1695394/?ref_=nm_flmg_dr_20,2010,(TV Movie documentary),Ava DuVernay,nm1148550,tt1695394
Compton in C Minor,https://www.imdb.com/title/tt1446835/?ref_=nm_flmg_dr_21,2009,(Short),Ava DuVernay,nm1148550,tt1446835
This Is the Life,https://www.imdb.com/title/tt1178658/?ref_=nm_flmg_dr_22,2008,(Documentary),Ava DuVernay,nm1148550,tt1178658
Saturday Night Life,https://www.imdb.com/title/tt0815901/?ref_=nm_flmg_dr_23,2006,(Short),Ava DuVernay,nm1148550,tt0815901
Juror #2,https://www.imdb.com/title/tt27403986/?ref_=nm_flmg_dr_1,,(post-production),Clint Eastwood,nm0000142,tt27403986
Cry Macho,https://www.imdb.com/title/tt1924245/?ref_=nm_flmg_dr_2,2021,,Clint Eastwood,nm0000142,tt1924245
Richard Jewell,https://www.imdb.com/title/tt3513548/?ref_=nm_flmg_dr_3,2019,,Clint Eastwood,nm0000142,tt3513548
The Mule,https://www.imdb.com/title/tt7959026/?ref_=nm_flmg_dr_4,2018,,Clint Eastwood,nm0000142,tt7959026
The 15:17 to Paris,https://www.imdb.com/title/tt6802308/?ref_=nm_flmg_dr_5,2018,,Clint Eastwood,nm0000142,tt6802308
Sully,https://www.imdb.com/title/tt3263904/?ref_=nm_flmg_dr_6,2016,,Clint Eastwood,nm0000142,tt3263904
American Sniper,https://www.imdb.com/title/tt2179136/?ref_=nm_flmg_dr_7,2014,,Clint Eastwood,nm0000142,tt2179136
