Title,Title_URI,Role,Name,Link,Credit,title_id
The Shape of Water (2017),https://www.imdb.com/title/tt5580390/fullcredits/,Music by,Alexandre Desplat,https://www.imdb.com/name/nm0006035/?ref_=ttfc_fc_cr,,tt5580390
The Shape of Water (2017),https://www.imdb.com/title/tt5580390/fullcredits/,Production Design by,Paul D. Austerberry,https://www.imdb.com/name/nm0042306/?ref_=ttfc_fc_cr,,tt5580390
The Shape of Water (2017),https://www.imdb.com/title/tt5580390/fullcredits/,Costume Design by,Luis Sequeira,https://www.imdb.com/name/nm0784751/?ref_=ttfc_fc_cr,,tt5580390
The Shape of Water (2017),https://www.imdb.com/title/tt5580390/fullcredits/,Writing Credits,Vanessa Taylor,https://www.imdb.com/name/nm0961827/?ref_=ttfc_fc_wr2,(screenplay by),tt5580390
The Shape of Water (2017),https://www.imdb.com/title/tt5580390/fullcredits/,Writing Credits,Guillermo del Toro,https://www.imdb.com/name/nm0868219/?ref_=ttfc_fc_wr1,(screenplay by) &,tt5580390
The Shape of Water (2017),https://www.imdb.com/title/tt5580390/fullcredits/,Makeup Department,Paula Fleet,https://www.imdb.com/name/nm0281428/?ref_=ttfc_fc_cr,hair department head,tt5580390
The Shape of Water (2017),https://www.imdb.com/title/tt5580390/fullcredits/,Makeup Department,Jordan Samuel,https://www.imdb.com/name/nm0760397/?ref_=ttfc_fc_cr,makeup department head,tt5580390
The Shape of Water (2017),https://www.imdb.com/title/tt5580390/fullcredits/,Sound Department,Christian T. Cooke,https://www.imdb.com/name/nm0177397/?ref_=ttfc_fc_cr,re-recording mixer,tt5580390
The Short Films of David Lynch (Video 2002),https://www.imdb.com/title/tt0357173/fullcredits/,Directed by,David Lynch,https://www.imdb.com/name/nm0000186/?ref_=ttfc_fc_dr1,,tt0357173
The Short Films of David Lynch (Video 2002),https://www.imdb.com/title/tt0357173/fullcredits/,Produced by,Arash Ayrom,https://www.imdb.com/name/nm0044020/?ref_=ttfc_fc_cr,producer,tt0357173
The Short Films of David Lynch (Video 2002),https://www.imdb.com/title/tt0357173/fullcredits/,Writing Credits,David Lynch,https://www.imdb.com/name/nm0000186/?ref_=ttfc_fc_wr1,,tt0357173
The Shrouds (2024),https://www.imdb.com/title/tt20212786/fullcredits/,Produced by,Saïd Ben Saïd,https://www.imdb.com/name/nm0069963/?ref_=ttfc_fc_cr,producer,tt20212786
The Shrouds (2024),https://www.imdb.com/title/tt20212786/fullcredits/,Produced by,Martin Katz,https://www.imdb.com/name/nm0441792/?ref_=ttfc_fc_cr,producer,tt20212786
The Shrouds (2024),https://www.imdb.com/title/tt20212786/fullcredits/,Produced by,Anthony Vaccarello,https://www.imdb.com/name/nm9521505/?ref_=ttfc_fc_cr,producer,tt20212786
The Shrouds (2024),https://www.imdb.com/title/tt20212786/fullcredits/,Makeup Department,Diane Mazur,https://www.imdb.com/name/nm0563377/?ref_=ttfc_fc_cr,makeup department head,tt20212786
The Shrouds (2024),https://www.imdb.com/title/tt20212786/fullcredits/,Costume Design by,Anne Dixon,https://www.imdb.com/name/nm0228759/?ref_=ttfc_fc_cr,,tt20212786
The Shrouds (2024),https://www.imdb.com/title/tt20212786/fullcredits/,Visual Effects by,Guillaume Le Gouez,https://www.imdb.com/name/nm2194043/?ref_=ttfc_fc_cr,visual effects supervisor,tt20212786
The Shrouds (2024),https://www.imdb.com/title/tt20212786/fullcredits/,Sound Department,Rob Bertola,https://www.imdb.com/name/nm0078176/?ref_=ttfc_fc_cr,supervising sound editor,tt20212786
The Shrouds (2024),https://www.imdb.com/title/tt20212786/fullcredits/,Sound Department,Christian T. Cooke,https://www.imdb.com/name/nm0177397/?ref_=ttfc_fc_cr,re-recording mixer,tt20212786
The Shrouds (2024),https://www.imdb.com/title/tt20212786/fullcredits/,Sound Department,Jill Purdy,https://www.imdb.com/name/nm0700829/?ref_=ttfc_fc_cr,supervising sound editor,tt20212786
The Shrouds (2024),https://www.imdb.com/title/tt20212786/fullcredits/,Production Design by,Carol Spier,https://www.imdb.com/name/nm0818621/?ref_=ttfc_fc_cr,,tt20212786
The Shrouds (2024),https://www.imdb.com/title/tt20212786/fullcredits/,Sound Department,Mark Zsifkovits,https://www.imdb.com/name/nm0958157/?ref_=ttfc_fc_cr,re-recording mixer,tt20212786
The Shrouds (2024),https://www.imdb.com/title/tt20212786/fullcredits/,Music by,Howard Shore,https://www.imdb.com/name/nm0006290/?ref_=ttfc_fc_cr,,tt20212786
The Shrouds (2024),https://www.imdb.com/title/tt20212786/fullcredits/,Writing Credits,David Cronenberg,https://www.imdb.com/name/nm0000343/?ref_=ttfc_fc_wr1,,tt20212786
The Shrouds (2024),https://www.imdb.com/title/tt20212786/fullcredits/,Directed by,David Cronenberg,https://www.imdb.com/name/nm0000343/?ref_=ttfc_fc_dr1,,tt20212786
The Shrouds (2024),https://www.imdb.com/title/tt20212786/fullcredits/,Cinematography by,Douglas Koch,https://www.imdb.com/name/nm0462288/?ref_=ttfc_fc_cr,,tt20212786
The Single Moms Club (2014),https://www.imdb.com/title/tt2465140/fullcredits/,Directed by,Tyler Perry,https://www.imdb.com/name/nm1347153/?ref_=ttfc_fc_dr1,,tt2465140
The Single Moms Club (2014),https://www.imdb.com/title/tt2465140/fullcredits/,Produced by,Tyler Perry,https://www.imdb.com/name/nm1347153/?ref_=ttfc_fc_cr,producer,tt2465140
The Single Moms Club (2014),https://www.imdb.com/title/tt2465140/fullcredits/,Sound Department,Michael D. Wilhoit,https://www.imdb.com/name/nm0928992/?ref_=ttfc_fc_cr,supervising sound editor,tt2465140
The Single Moms Club (2014),https://www.imdb.com/title/tt2465140/fullcredits/,Writing Credits,Tyler Perry,https://www.imdb.com/name/nm1347153/?ref_=ttfc_fc_wr1,,tt2465140
The Single Moms Club (2014),https://www.imdb.com/title/tt2465140/fullcredits/,Music by,Christopher Young,https://www.imdb.com/name/nm0002366/?ref_=ttfc_fc_cr,,tt2465140
The Single Moms Club (2014),https://www.imdb.com/title/tt2465140/fullcredits/,Cinematography by,Alexander Gruszynski,https://www.imdb.com/name/nm0344738/?ref_=ttfc_fc_cr,director of photography,tt2465140
The Single Moms Club (2014),https://www.imdb.com/title/tt2465140/fullcredits/,Sound Department,Marshall Garlington,https://www.imdb.com/name/nm0307601/?ref_=ttfc_fc_cr,re-recording mixer,tt2465140
The Single Moms Club (2014),https://www.imdb.com/title/tt2465140/fullcredits/,Produced by,Ozzie Areu,https://www.imdb.com/name/nm1129570/?ref_=ttfc_fc_cr,producer,tt2465140
The Single Moms Club (2014),https://www.imdb.com/title/tt2465140/fullcredits/,Casting By,Kim Coleman,https://www.imdb.com/name/nm0171109/?ref_=ttfc_fc_cr,,tt2465140
The Single Moms Club (2014),https://www.imdb.com/title/tt2465140/fullcredits/,Visual Effects by,Chris LeDoux,https://www.imdb.com/name/nm1075123/?ref_=ttfc_fc_cr,visual effects supervisor,tt2465140
The Single Moms Club (2014),https://www.imdb.com/title/tt2465140/fullcredits/,Costume Design by,Johnetta Boone,https://www.imdb.com/name/nm0960601/?ref_=ttfc_fc_cr,,tt2465140
The Single Moms Club (2014),https://www.imdb.com/title/tt2465140/fullcredits/,Makeup Department,Sarah Mays,https://www.imdb.com/name/nm0563084/?ref_=ttfc_fc_cr,makeup department head,tt2465140
The Single Moms Club (2014),https://www.imdb.com/title/tt2465140/fullcredits/,Produced by,Matt Moore,https://www.imdb.com/name/nm0601597/?ref_=ttfc_fc_cr,producer,tt2465140
The Single Moms Club (2014),https://www.imdb.com/title/tt2465140/fullcredits/,Production Design by,Eloise Crane Stammerjohn,https://www.imdb.com/name/nm0006373/?ref_=ttfc_fc_cr,,tt2465140
The Single Moms Club (2014),https://www.imdb.com/title/tt2465140/fullcredits/,Sound Department,Joe Barnett,https://www.imdb.com/name/nm0055921/?ref_=ttfc_fc_cr,re-recording mixer,tt2465140
The Single Moms Club (2014),https://www.imdb.com/title/tt2465140/fullcredits/,Casting By,Rhavynn Drummer,https://www.imdb.com/name/nm3916936/?ref_=ttfc_fc_cr,,tt2465140
The Sixth Sense (1999),https://www.imdb.com/title/tt0167404/fullcredits/,Cinematography by,Tak Fujimoto,https://www.imdb.com/name/nm0005714/?ref_=ttfc_fc_cr,director of photography,tt0167404
The Sixth Sense (1999),https://www.imdb.com/title/tt0167404/fullcredits/,Music by,James Newton Howard,https://www.imdb.com/name/nm0006133/?ref_=ttfc_fc_cr,(music by),tt0167404
The Sixth Sense (1999),https://www.imdb.com/title/tt0167404/fullcredits/,Costume Design by,Joanna Johnston,https://www.imdb.com/name/nm0426693/?ref_=ttfc_fc_cr,(costume design),tt0167404
The Sixth Sense (1999),https://www.imdb.com/title/tt0167404/fullcredits/,Directed by,M. Night Shyamalan,https://www.imdb.com/name/nm0796117/?ref_=ttfc_fc_dr1,,tt0167404
The Sixth Sense (1999),https://www.imdb.com/title/tt0167404/fullcredits/,Special Effects by,Garry Elmendorf,https://www.imdb.com/name/nm0255401/?ref_=ttfc_fc_cr,special effects supervisor,tt0167404
The Sixth Sense (1999),https://www.imdb.com/title/tt0167404/fullcredits/,Writing Credits,M. Night Shyamalan,https://www.imdb.com/name/nm0796117/?ref_=ttfc_fc_wr1,(written by),tt0167404
The Sixth Sense (1999),https://www.imdb.com/title/tt0167404/fullcredits/,Sound Department,Reilly Steele,https://www.imdb.com/name/nm0824455/?ref_=ttfc_fc_cr,re-recording mixer,tt0167404
The Sixth Sense (1999),https://www.imdb.com/title/tt0167404/fullcredits/,Casting By,Avy Kaufman,https://www.imdb.com/name/nm0442090/?ref_=ttfc_fc_cr,(casting by),tt0167404
The Sixth Sense (1999),https://www.imdb.com/title/tt0167404/fullcredits/,Production Design by,Larry Fulton,https://www.imdb.com/name/nm0298490/?ref_=ttfc_fc_cr,,tt0167404
The Social Network (2010),https://www.imdb.com/title/tt1285016/fullcredits/,Production Design by,Donald Graham Burt,https://www.imdb.com/name/nm0123426/?ref_=ttfc_fc_cr,,tt1285016
The Social Network (2010),https://www.imdb.com/title/tt1285016/fullcredits/,Cinematography by,Jeff Cronenweth,https://www.imdb.com/name/nm0188729/?ref_=ttfc_fc_cr,director of photography,tt1285016
The Social Network (2010),https://www.imdb.com/title/tt1285016/fullcredits/,Directed by,David Fincher,https://www.imdb.com/name/nm0000399/?ref_=ttfc_fc_dr1,,tt1285016
The Social Network (2010),https://www.imdb.com/title/tt1285016/fullcredits/,Writing Credits,Aaron Sorkin,https://www.imdb.com/name/nm0815070/?ref_=ttfc_fc_wr1,(screenplay),tt1285016
The Social Network (2010),https://www.imdb.com/title/tt1285016/fullcredits/,Writing Credits,Ben Mezrich,https://www.imdb.com/name/nm0583826/?ref_=ttfc_fc_wr2,(book),tt1285016
The Social Network (2010),https://www.imdb.com/title/tt1285016/fullcredits/,Music by,Trent Reznor,https://www.imdb.com/name/nm0722153/?ref_=ttfc_fc_cr,,tt1285016
The Social Network (2010),https://www.imdb.com/title/tt1285016/fullcredits/,Music by,Atticus Ross,https://www.imdb.com/name/nm1589604/?ref_=ttfc_fc_cr,,tt1285016
The Social Network (2010),https://www.imdb.com/title/tt1285016/fullcredits/,Produced by,Dana Brunetti,https://www.imdb.com/name/nm0116232/?ref_=ttfc_fc_cr,producer,tt1285016
The Social Network (2010),https://www.imdb.com/title/tt1285016/fullcredits/,Makeup Department,Felicity Bowring,https://www.imdb.com/name/nm0101446/?ref_=ttfc_fc_cr,makeup department head,tt1285016
The Social Network (2010),https://www.imdb.com/title/tt1285016/fullcredits/,Produced by,Ceán Chaffin,https://www.imdb.com/name/nm0149556/?ref_=ttfc_fc_cr,producer,tt1285016
The Social Network (2010),https://www.imdb.com/title/tt1285016/fullcredits/,Produced by,Michael De Luca,https://www.imdb.com/name/nm0006894/?ref_=ttfc_fc_cr,producer,tt1285016
The Social Network (2010),https://www.imdb.com/title/tt1285016/fullcredits/,Produced by,Scott Rudin,https://www.imdb.com/name/nm0748784/?ref_=ttfc_fc_cr,producer,tt1285016
The Social Network (2010),https://www.imdb.com/title/tt1285016/fullcredits/,Casting By,Meagan Lewis,https://www.imdb.com/name/nm0507541/?ref_=ttfc_fc_cr,casting director: Boston,tt1285016
The Social Network (2010),https://www.imdb.com/title/tt1285016/fullcredits/,Casting By,Laray Mayfield,https://www.imdb.com/name/nm0562644/?ref_=ttfc_fc_cr,,tt1285016
The Social Network (2010),https://www.imdb.com/title/tt1285016/fullcredits/,Costume Design by,Jacqueline West,https://www.imdb.com/name/nm0922113/?ref_=ttfc_fc_cr,,tt1285016
The Social Network (2010),https://www.imdb.com/title/tt1285016/fullcredits/,Sound Department,David Parker,https://www.imdb.com/name/nm0662188/?ref_=ttfc_fc_cr,re-recording mixer,tt1285016
The Social Network (2010),https://www.imdb.com/title/tt1285016/fullcredits/,Sound Department,Michael Semanick,https://www.imdb.com/name/nm0783713/?ref_=ttfc_fc_cr,re-recording mixer,tt1285016
The Squid and the Whale (2005),https://www.imdb.com/title/tt0367089/fullcredits/,Makeup Department,Lori Guidroz,https://www.imdb.com/name/nm0346793/?ref_=ttfc_fc_cr,hair department head,tt0367089
The Squid and the Whale (2005),https://www.imdb.com/title/tt0367089/fullcredits/,Produced by,Charlie Corwin,https://www.imdb.com/name/nm1231965/?ref_=ttfc_fc_cr,producer,tt0367089
The Squid and the Whale (2005),https://www.imdb.com/title/tt0367089/fullcredits/,Produced by,Wes Anderson,https://www.imdb.com/name/nm0027572/?ref_=ttfc_fc_cr,producer,tt0367089
The Squid and the Whale (2005),https://www.imdb.com/title/tt0367089/fullcredits/,Costume Design by,Amy Westcott,https://www.imdb.com/name/nm0922492/?ref_=ttfc_fc_cr,,tt0367089
The Squid and the Whale (2005),https://www.imdb.com/title/tt0367089/fullcredits/,Cinematography by,Robert D. Yeoman,https://www.imdb.com/name/nm0005934/?ref_=ttfc_fc_cr,director of photography,tt0367089
The Squid and the Whale (2005),https://www.imdb.com/title/tt0367089/fullcredits/,Casting By,Douglas Aibel,https://www.imdb.com/name/nm0014428/?ref_=ttfc_fc_cr,,tt0367089
The Squid and the Whale (2005),https://www.imdb.com/title/tt0367089/fullcredits/,Production Design by,Anne Ross,https://www.imdb.com/name/nm0743214/?ref_=ttfc_fc_cr,,tt0367089
The Squid and the Whale (2005),https://www.imdb.com/title/tt0367089/fullcredits/,Music by,Dean Wareham,https://www.imdb.com/name/nm0999134/?ref_=ttfc_fc_cr,,tt0367089
The Squid and the Whale (2005),https://www.imdb.com/title/tt0367089/fullcredits/,Produced by,Clara Markowicz,https://www.imdb.com/name/nm1680555/?ref_=ttfc_fc_cr,producer,tt0367089
The Squid and the Whale (2005),https://www.imdb.com/title/tt0367089/fullcredits/,Music by,Britta Phillips,https://www.imdb.com/name/nm0680272/?ref_=ttfc_fc_cr,,tt0367089
The Squid and the Whale (2005),https://www.imdb.com/title/tt0367089/fullcredits/,Produced by,Peter Newman,https://www.imdb.com/name/nm0628226/?ref_=ttfc_fc_cr,producer,tt0367089
The Squid and the Whale (2005),https://www.imdb.com/title/tt0367089/fullcredits/,Directed by,Noah Baumbach,https://www.imdb.com/name/nm0000876/?ref_=ttfc_fc_dr1,,tt0367089
The Squid and the Whale (2005),https://www.imdb.com/title/tt0367089/fullcredits/,Writing Credits,Noah Baumbach,https://www.imdb.com/name/nm0000876/?ref_=ttfc_fc_wr1,(written by),tt0367089
The Straight Story (1999),https://www.imdb.com/title/tt0166896/fullcredits/,Music by,Angelo Badalamenti,https://www.imdb.com/name/nm0000823/?ref_=ttfc_fc_cr,,tt0166896
The Straight Story (1999),https://www.imdb.com/title/tt0166896/fullcredits/,Writing Credits,Mary Sweeney,https://www.imdb.com/name/nm0842156/?ref_=ttfc_fc_wr2,(written by),tt0166896
The Straight Story (1999),https://www.imdb.com/title/tt0166896/fullcredits/,Casting By,Lynn Blumenthal,https://www.imdb.com/name/nm0089829/?ref_=ttfc_fc_cr,,tt0166896
The Straight Story (1999),https://www.imdb.com/title/tt0166896/fullcredits/,Sound Department,David Lynch,https://www.imdb.com/name/nm0000186/?ref_=ttfc_fc_cr,sound designer,tt0166896
The Straight Story (1999),https://www.imdb.com/title/tt0166896/fullcredits/,Cinematography by,Freddie Francis,https://www.imdb.com/name/nm0005711/?ref_=ttfc_fc_cr,director of photography,tt0166896
The Straight Story (1999),https://www.imdb.com/title/tt0166896/fullcredits/,Directed by,David Lynch,https://www.imdb.com/name/nm0000186/?ref_=ttfc_fc_dr1,,tt0166896
The Straight Story (1999),https://www.imdb.com/title/tt0166896/fullcredits/,Casting By,Jane Alderman,https://www.imdb.com/name/nm0017549/?ref_=ttfc_fc_cr,,tt0166896
The Straight Story (1999),https://www.imdb.com/title/tt0166896/fullcredits/,Costume Design by,Patricia Norris,https://www.imdb.com/name/nm0635876/?ref_=ttfc_fc_cr,,tt0166896
The Straight Story (1999),https://www.imdb.com/title/tt0166896/fullcredits/,Writing Credits,John Roach,https://www.imdb.com/name/nm0730034/?ref_=ttfc_fc_wr1,(written by) &,tt0166896
The Straight Story (1999),https://www.imdb.com/title/tt0166896/fullcredits/,Sound Department,John Neff,https://www.imdb.com/name/nm1103097/?ref_=ttfc_fc_cr,re-recording mixer,tt0166896
The Straight Story (1999),https://www.imdb.com/title/tt0166896/fullcredits/,Production Design by,Jack Fisk,https://www.imdb.com/name/nm0279926/?ref_=ttfc_fc_cr,,tt0166896
The Tempest (2010),https://www.imdb.com/title/tt1274300/fullcredits/,Visual Effects by,Kyle Cooper,https://www.imdb.com/name/nm0178204/?ref_=ttfc_fc_cr,visual effects supervisor,tt1274300
The Tempest (2010),https://www.imdb.com/title/tt1274300/fullcredits/,Costume Design by,Sandy Powell,https://www.imdb.com/name/nm0694309/?ref_=ttfc_fc_cr,,tt1274300
The Tempest (2010),https://www.imdb.com/title/tt1274300/fullcredits/,Sound Department,Andy Kris,https://www.imdb.com/name/nm0471397/?ref_=ttfc_fc_cr,re-recording mixer,tt1274300
The Tempest (2010),https://www.imdb.com/title/tt1274300/fullcredits/,Makeup Department,Mandy Lyons,https://www.imdb.com/name/nm1723586/?ref_=ttfc_fc_cr,hair department head,tt1274300
The Tempest (2010),https://www.imdb.com/title/tt1274300/fullcredits/,Writing Credits,William Shakespeare,https://www.imdb.com/name/nm0000636/?ref_=ttfc_fc_wr2,(play),tt1274300
The Tempest (2010),https://www.imdb.com/title/tt1274300/fullcredits/,Production Design by,Mark Friedberg,https://www.imdb.com/name/nm0295004/?ref_=ttfc_fc_cr,,tt1274300
The Tempest (2010),https://www.imdb.com/title/tt1274300/fullcredits/,Writing Credits,Julie Taymor,https://www.imdb.com/name/nm0853380/?ref_=ttfc_fc_wr1,(screenplay),tt1274300
The Tempest (2010),https://www.imdb.com/title/tt1274300/fullcredits/,Cinematography by,Stuart Dryburgh,https://www.imdb.com/name/nm0238698/?ref_=ttfc_fc_cr,director of photography,tt1274300
The Tempest (2010),https://www.imdb.com/title/tt1274300/fullcredits/,Sound Department,Lee Dichter,https://www.imdb.com/name/nm0225226/?ref_=ttfc_fc_cr,re-recording mixer,tt1274300
The Tempest (2010),https://www.imdb.com/title/tt1274300/fullcredits/,Music by,Elliot Goldenthal,https://www.imdb.com/name/nm0006106/?ref_=ttfc_fc_cr,,tt1274300
The Tempest (2010),https://www.imdb.com/title/tt1274300/fullcredits/,Produced by,Robert Chartoff,https://www.imdb.com/name/nm0153590/?ref_=ttfc_fc_cr,producer,tt1274300
The Tempest (2010),https://www.imdb.com/title/tt1274300/fullcredits/,Produced by,Lynn Hendee,https://www.imdb.com/name/nm0376274/?ref_=ttfc_fc_cr,producer,tt1274300
The Tempest (2010),https://www.imdb.com/title/tt1274300/fullcredits/,Produced by,Jason K. Lau,https://www.imdb.com/name/nm2044558/?ref_=ttfc_fc_cr,producer,tt1274300
The Tempest (2010),https://www.imdb.com/title/tt1274300/fullcredits/,Produced by,Julia Taylor-Stanley,https://www.imdb.com/name/nm1507217/?ref_=ttfc_fc_cr,producer,tt1274300
The Tempest (2010),https://www.imdb.com/title/tt1274300/fullcredits/,Produced by,Julie Taymor,https://www.imdb.com/name/nm0853380/?ref_=ttfc_fc_cr,producer,tt1274300
The Tempest (2010),https://www.imdb.com/title/tt1274300/fullcredits/,Directed by,Julie Taymor,https://www.imdb.com/name/nm0853380/?ref_=ttfc_fc_dr1,,tt1274300
The Tempest (2010),https://www.imdb.com/title/tt1274300/fullcredits/,Makeup Department,Judy Chin,https://www.imdb.com/name/nm0155275/?ref_=ttfc_fc_cr,makeup department head,tt1274300
The Terminator (1984),https://www.imdb.com/title/tt0088247/fullcredits/,Writing Credits,William Wisher,https://www.imdb.com/name/nm0936537/?ref_=ttfc_fc_wr3,(additional dialogue) (as William Wisher Jr.),tt0088247
The Terminator (1984),https://www.imdb.com/title/tt0088247/fullcredits/,Writing Credits,Gale Anne Hurd,https://www.imdb.com/name/nm0005036/?ref_=ttfc_fc_wr2,(written by),tt0088247
The Terminator (1984),https://www.imdb.com/title/tt0088247/fullcredits/,Sound Department,David Campling,https://www.imdb.com/name/nm0133095/?ref_=ttfc_fc_cr,supervising sound editor,tt0088247
The Terminator (1984),https://www.imdb.com/title/tt0088247/fullcredits/,Cinematography by,Adam Greenberg,https://www.imdb.com/name/nm0004229/?ref_=ttfc_fc_cr,director of photography,tt0088247
The Terminator (1984),https://www.imdb.com/title/tt0088247/fullcredits/,Sound Department,David J. Hudson,https://www.imdb.com/name/nm0399812/?ref_=ttfc_fc_cr,re-recording mixer,tt0088247
The Terminator (1984),https://www.imdb.com/title/tt0088247/fullcredits/,Music by,Brad Fiedel,https://www.imdb.com/name/nm0006075/?ref_=ttfc_fc_cr,,tt0088247
The Terminator (1984),https://www.imdb.com/title/tt0088247/fullcredits/,Costume Design by,Hilary Wright,https://www.imdb.com/name/nm0942435/?ref_=ttfc_fc_cr,,tt0088247
The Terminator (1984),https://www.imdb.com/title/tt0088247/fullcredits/,Sound Department,Terry Porter,https://www.imdb.com/name/nm0692310/?ref_=ttfc_fc_cr,re-recording mixer,tt0088247
The Terminator (1984),https://www.imdb.com/title/tt0088247/fullcredits/,Writing Credits,James Cameron,https://www.imdb.com/name/nm0000116/?ref_=ttfc_fc_wr1,(written by) and,tt0088247
The Terminator (1984),https://www.imdb.com/title/tt0088247/fullcredits/,Production Design by,Maria Caso,https://www.imdb.com/name/nm0143790/?ref_=ttfc_fc_cr,,tt0088247
The Terminator (1984),https://www.imdb.com/title/tt0088247/fullcredits/,Directed by,James Cameron,https://www.imdb.com/name/nm0000116/?ref_=ttfc_fc_dr1,,tt0088247
The Terminator (1984),https://www.imdb.com/title/tt0088247/fullcredits/,Sound Department,Mel Metcalfe,https://www.imdb.com/name/nm0582467/?ref_=ttfc_fc_cr,re-recording mixer,tt0088247
The Terminator (1984),https://www.imdb.com/title/tt0088247/fullcredits/,Casting By,Stanzi Stokes,https://www.imdb.com/name/nm0288056/?ref_=ttfc_fc_cr,,tt0088247
The Terror (1963),https://www.imdb.com/title/tt0057569/fullcredits/,Writing Credits,Jack Hill,https://www.imdb.com/name/nm0384335/?ref_=ttfc_fc_wr2,(screenplay by),tt0057569
The Terror (1963),https://www.imdb.com/title/tt0057569/fullcredits/,Writing Credits,Roger Corman,https://www.imdb.com/name/nm0000339/?ref_=ttfc_fc_wr3,(uncredited),tt0057569
The Terror (1963),https://www.imdb.com/title/tt0057569/fullcredits/,Directed by,Jack Hill,https://www.imdb.com/name/nm0384335/?ref_=ttfc_fc_dr5,(uncredited),tt0057569
The Terror (1963),https://www.imdb.com/title/tt0057569/fullcredits/,Cinematography by,Floyd Crosby,https://www.imdb.com/name/nm0005677/?ref_=ttfc_fc_cr,(uncredited),tt0057569
The Terror (1963),https://www.imdb.com/title/tt0057569/fullcredits/,Costume Design by,Marjorie Corso,https://www.imdb.com/name/nm0181156/?ref_=ttfc_fc_cr,,tt0057569
The Terror (1963),https://www.imdb.com/title/tt0057569/fullcredits/,Directed by,Jack Nicholson,https://www.imdb.com/name/nm0000197/?ref_=ttfc_fc_dr7,(one final day director) (uncredited),tt0057569
The Terror (1963),https://www.imdb.com/title/tt0057569/fullcredits/,Music by,Ronald Stein,https://www.imdb.com/name/nm0006300/?ref_=ttfc_fc_cr,,tt0057569
The Terror (1963),https://www.imdb.com/title/tt0057569/fullcredits/,Writing Credits,Leo Gordon,https://www.imdb.com/name/nm0330388/?ref_=ttfc_fc_wr1,(screenplay by) and,tt0057569
The Terror (1963),https://www.imdb.com/title/tt0057569/fullcredits/,Directed by,Jack Hale,https://www.imdb.com/name/nm8466308/?ref_=ttfc_fc_dr3,(one day director) (uncredited),tt0057569
The Terror (1963),https://www.imdb.com/title/tt0057569/fullcredits/,Directed by,Monte Hellman,https://www.imdb.com/name/nm0375494/?ref_=ttfc_fc_dr4,(five days director) (uncredited),tt0057569
The Terror (1963),https://www.imdb.com/title/tt0057569/fullcredits/,Directed by,Dennis Jakob,https://www.imdb.com/name/nm0415911/?ref_=ttfc_fc_dr6,(one day director) (uncredited),tt0057569
The Terror (1963),https://www.imdb.com/title/tt0057569/fullcredits/,Cinematography by,John M. Nickolaus Jr.,https://www.imdb.com/name/nm0630077/?ref_=ttfc_fc_cr,director of photography (as John Nicholaus),tt0057569
The Terror (1963),https://www.imdb.com/title/tt0057569/fullcredits/,Directed by,Francis Ford Coppola,https://www.imdb.com/name/nm0000338/?ref_=ttfc_fc_dr2,(three or four days director) (uncredited),tt0057569
The Terror (1963),https://www.imdb.com/title/tt0057569/fullcredits/,Directed by,Roger Corman,https://www.imdb.com/name/nm0000339/?ref_=ttfc_fc_dr1,,tt0057569
The Thin Red Line (1998),https://www.imdb.com/title/tt0120863/fullcredits/,Produced by,Robert Michael Geisler,https://www.imdb.com/name/nm0312059/?ref_=ttfc_fc_cr,producer,tt0120863
The Thin Red Line (1998),https://www.imdb.com/title/tt0120863/fullcredits/,Produced by,Grant Hill,https://www.imdb.com/name/nm0384294/?ref_=ttfc_fc_cr,producer,tt0120863
The Thin Red Line (1998),https://www.imdb.com/title/tt0120863/fullcredits/,Produced by,John Roberdeau,https://www.imdb.com/name/nm0730535/?ref_=ttfc_fc_cr,producer,tt0120863
The Thin Red Line (1998),https://www.imdb.com/title/tt0120863/fullcredits/,Sound Department,Anna Behlmer,https://www.imdb.com/name/nm0066933/?ref_=ttfc_fc_cr,re-recording mixer,tt0120863
The Thin Red Line (1998),https://www.imdb.com/title/tt0120863/fullcredits/,Sound Department,Andy Nelson,https://www.imdb.com/name/nm0625144/?ref_=ttfc_fc_cr,re-recording mixer,tt0120863
The Thin Red Line (1998),https://www.imdb.com/title/tt0120863/fullcredits/,Sound Department,J. Paul Huntsman,https://www.imdb.com/name/nm0403196/?ref_=ttfc_fc_cr,supervising sound editor,tt0120863
The Thin Red Line (1998),https://www.imdb.com/title/tt0120863/fullcredits/,Costume Design by,Margot Wilson,https://www.imdb.com/name/nm0933806/?ref_=ttfc_fc_cr,,tt0120863
The Thin Red Line (1998),https://www.imdb.com/title/tt0120863/fullcredits/,Production Design by,Jack Fisk,https://www.imdb.com/name/nm0279926/?ref_=ttfc_fc_cr,,tt0120863
The Thin Red Line (1998),https://www.imdb.com/title/tt0120863/fullcredits/,Casting By,Dianne Crittenden,https://www.imdb.com/name/nm0188240/?ref_=ttfc_fc_cr,,tt0120863
The Thin Red Line (1998),https://www.imdb.com/title/tt0120863/fullcredits/,Music by,Hans Zimmer,https://www.imdb.com/name/nm0001877/?ref_=ttfc_fc_cr,,tt0120863
The Thin Red Line (1998),https://www.imdb.com/title/tt0120863/fullcredits/,Writing Credits,Terrence Malick,https://www.imdb.com/name/nm0000517/?ref_=ttfc_fc_wr2,(screenplay),tt0120863
